"AgeGroup","endpoint_displacement","path_length","tortuosity","path_type","R","circular_sd","consistency"
"10-17",0.810168054848782,1.83157256848075,2.260731656252,"Highly tortuous",0.169438833884813,107.961526168438,"Highly variable"
"18-30",0.633458778555032,1.00355724568165,1.58425027745426,"Highly tortuous",0.204239624720404,102.123562268193,"Highly variable"
"31-55",0.501849863985796,0.510186524073623,1.01661186080956,"Nearly straight",0.982833414739547,10.662447272218,"Highly consistent"
"56-65",1.76630072178287,2.14633365211854,1.21515754687122,"Slightly winding",0.599428808335481,57.9666848456637,"Highly variable"
"66+",0.978734622036775,8.66148905790328,8.84968086638079,"Highly tortuous",0.199993751144166,102.796649453265,"Highly variable"
