"AgeGroup","total_mass","share_away_time","share_home_time","mean_dist"
"10-17",1,0.253215924777898,0.746784075222102,0.67450219737083
"18-30",1,0.24064928364818,0.75935071635182,0.964921883411891
"31-55",1,0.240312077999054,0.759687922000946,1.15665315428458
"56-65",1,0.181055065211275,0.818944934788725,0.76830466594829
"66+",1,0.0745056972400473,0.925494302759953,0.304991219467285
