"AgeGroup","mean_hour","median_hour","peak_hour","morning_6_12","midday_12_18","evening_18_24","total_away","sd_hour","Period"
"10-17",13.052743610794,12.3789473684211,11.3684210526316,0.438280500548782,0.439338607012857,0.111907844251739,0.98960476579611,3.53073433376316,"Baseline"
"18-30",13.8538394611183,13.3894736842105,12.3789473684211,0.347806602810737,0.471819994661317,0.157416534912061,0.978438176794325,3.77154717231636,"Baseline"
"31-55",13.1160238854619,12.6315789473684,11.8736842105263,0.407947819041161,0.480316470541361,0.0980498500825965,0.989375022476504,3.5292836495225,"Baseline"
"56-65",13.1406062823158,12.6315789473684,11.6210526315789,0.40745685189048,0.475119229223932,0.103896272331012,0.989680705156612,3.57634065269368,"Baseline"
"66+",14.2473807071297,13.6421052631579,11.6210526315789,0.298490211272915,0.516715724470134,0.168427705030172,0.984514477872048,3.5379166503111,"Baseline"
"10-17",13.2033118752835,12.3789473684211,10.8631578947368,0.429109317105565,0.435703145220659,0.122481985954159,0.987439825704025,3.62566273218494,"2007–2009"
"10-17",13.1939822174594,12.3789473684211,10.8631578947368,0.436547957990845,0.420450549711566,0.130709678044018,0.987865523785914,3.66918532565099,"2010–2012"
"10-17",13.0345367036412,12.3789473684211,11.8736842105263,0.439612228900503,0.437418616077447,0.111940850697668,0.989022836902211,3.54651696042611,"2013–2015"
"10-17",13.0055566646837,12.3789473684211,12.1263157894737,0.432939350457934,0.458796483097466,0.0994304708449918,0.991187204083346,3.43279037934678,"2016–2018"
"10-17",12.9290700294314,12.3789473684211,11.6210526315789,0.450414904607899,0.433594031438185,0.106889259417033,0.990920793264455,3.46654176898107,"2019–2021"
"10-17",12.9379189875308,12.3789473684211,11.8736842105263,0.443403892703823,0.447193703671315,0.100615023939787,0.991277435220673,3.42721436392078,"2022–2024"
"18-30",14.0222929806437,13.6421052631579,12.3789473684211,0.334604401168602,0.466498016724739,0.171768944094981,0.974695266821622,3.84617850316283,"2007–2009"
"18-30",14.0301612495022,13.3894736842105,12.1263157894737,0.336990673933531,0.461933418167267,0.174959035857377,0.974845190924972,3.83958859157089,"2010–2012"
"18-30",13.869656507796,13.3894736842105,12.1263157894737,0.343843099345542,0.479001135913858,0.153640251775715,0.977706180656645,3.72628829728838,"2013–2015"
"18-30",13.8908386139467,13.3894736842105,12.6315789473684,0.341246517075493,0.477235987686031,0.158078986528347,0.977932923997806,3.75913655307759,"2016–2018"
"18-30",13.7297821337437,13.3894736842105,12.8842105263158,0.355440940100765,0.479912827579077,0.144482940422378,0.980979469975491,3.71174841383888,"2019–2021"
"18-30",13.6060049886441,13.1368421052632,11.8736842105263,0.373485276663877,0.464765644935951,0.143880648185284,0.98394291865243,3.74043199632265,"2022–2024"
"31-55",13.1939626828934,12.8842105263158,12.1263157894737,0.400813063177473,0.48049018573614,0.103983664849267,0.988529211286714,3.57364024056671,"2007–2009"
"31-55",13.1912519434332,12.8842105263158,11.6210526315789,0.401178640374442,0.481144188591185,0.103088795658902,0.988682812670118,3.55847022142012,"2010–2012"
"31-55",13.1373367312058,12.6315789473684,11.6210526315789,0.40681323610455,0.480168106960768,0.0988627303902683,0.988587655260794,3.53588443601476,"2013–2015"
"31-55",13.1627176444354,12.6315789473684,11.6210526315789,0.403855338325169,0.477902640895769,0.10236550048946,0.98744135551076,3.56262599763709,"2016–2018"
"31-55",12.9907639740059,12.6315789473684,11.8736842105263,0.418564997174393,0.481699915823288,0.0889934609912954,0.99224665364726,3.47120292428575,"2019–2021"
"31-55",12.9927476640061,12.6315789473684,12.3789473684211,0.418815658493171,0.480961657806265,0.0889456985817752,0.991506832367178,3.45302890091507,"2022–2024"
"56-65",13.1347179185165,12.6315789473684,11.6210526315789,0.406600607151169,0.47571549575595,0.102711225049757,0.989626452562453,3.57740808622135,"2007–2009"
"56-65",13.3420529460604,12.8842105263158,11.3684210526316,0.392202652871585,0.47640205083703,0.117261853569293,0.987624407814194,3.61027479864709,"2010–2012"
"56-65",13.1736560204414,12.6315789473684,11.1157894736842,0.402884349206614,0.474893450618855,0.108405001343779,0.991127734940553,3.60409183192474,"2013–2015"
"56-65",13.1590861477408,12.6315789473684,11.6210526315789,0.405446095797788,0.476209141928749,0.104059126993989,0.987987948857183,3.5931923686834,"2016–2018"
"56-65",13.1221288203223,12.6315789473684,11.1157894736842,0.41178453846837,0.465840370295103,0.106657346506748,0.987258335091982,3.6417698884108,"2019–2021"
"56-65",12.9610465240738,12.6315789473684,11.6210526315789,0.422056849971232,0.479800382324255,0.0886660595270953,0.993467915060085,3.45294507378586,"2022–2024"
"66+",14.4324832374628,13.8947368421053,11.6210526315789,0.29361877799344,0.497415991229627,0.190810280979567,0.982380986823374,3.60890039893225,"2007–2009"
"66+",14.2626738672037,13.6421052631579,11.6210526315789,0.302873239145841,0.506268682587303,0.173756188597182,0.983294825989348,3.57081015870988,"2010–2012"
"66+",14.0756345377631,13.6421052631579,11.6210526315789,0.313069296485515,0.514361340342182,0.154012798824643,0.983498412602839,3.56020140210439,"2013–2015"
"66+",14.2041975681428,13.6421052631579,12.1263157894737,0.292920621270798,0.539235374937253,0.151793642613035,0.984055492250546,3.38974395301099,"2016–2018"
"66+",14.1471330142067,13.6421052631579,12.3789473684211,0.300161278812538,0.525655336041995,0.15897425590315,0.985840735651926,3.50659374200111,"2019–2021"
"66+",14.3528399672802,13.8947368421053,11.6210526315789,0.291307588417261,0.512671941405705,0.181933509658739,0.987072465015277,3.590593206382,"2022–2024"
