"AgeGroup","YearBin","total_mass","share_away_time","share_home_time","mean_dist"
"10-17","2007–2009",1,0.275454524927942,0.724545475072058,0.756184873395991
"10-17","2010–2012",1,0.249501530144748,0.750498469855252,0.649815070609465
"10-17","2013–2015",1,0.254157231567608,0.745842768432392,0.617267571304667
"10-17","2016–2018",1,0.275387198903965,0.724612801096035,0.761524620332572
"10-17","2019–2021",1,0.22740415871362,0.77259584128638,0.57360187694141
"10-17","2022–2024",1,0.238353397973507,0.761646602026493,0.680619714623864
"18-30","2007–2009",1,0.266359734195715,0.733640265804285,1.02841936371418
"18-30","2010–2012",1,0.256622045990792,0.743377954009208,1.12343797566119
"18-30","2013–2015",1,0.247784406615833,0.752215593384167,0.916038804886776
"18-30","2016–2018",1,0.25567587987899,0.74432412012101,1.02067730266258
"18-30","2019–2021",1,0.20733816455404,0.79266183544596,0.777382291317005
"18-30","2022–2024",1,0.216518719129821,0.783481280870179,0.89655643587576
"31-55","2007–2009",1,0.251128037439199,0.7488719625608,1.17887899698692
"31-55","2010–2012",1,0.254497944134027,0.745502055865973,1.19094153807826
"31-55","2013–2015",1,0.248399868031918,0.751600131968082,1.17296016860866
"31-55","2016–2018",1,0.260610430150822,0.739389569849178,1.31753911771915
"31-55","2019–2021",1,0.212358615247885,0.787641384752115,0.948676329024557
"31-55","2022–2024",1,0.215746560513406,0.784253439486594,1.01261955446933
"56-65","2007–2009",1,0.173628682884845,0.826371317115155,0.715370388410939
"56-65","2010–2012",1,0.176758270721979,0.823241729278021,0.704152516508752
"56-65","2013–2015",1,0.174892547250837,0.825107452749163,0.728323600226761
"56-65","2016–2018",1,0.207708114232067,0.792291885767933,0.938908803845724
"56-65","2019–2021",1,0.177356302733506,0.822643697266494,0.813819804176187
"56-65","2022–2024",1,0.175821538234989,0.824178461765011,0.757833013859402
"66+","2007–2009",1,0.0753987298692095,0.924601270130791,0.272598066316116
"66+","2010–2012",1,0.0691037358543442,0.930896264145656,0.277619389847494
"66+","2013–2015",1,0.0761186823193626,0.923881317680637,0.335491148595645
"66+","2016–2018",1,0.078112264139494,0.921887735860506,0.340172304552874
"66+","2019–2021",1,0.0690095127740455,0.930990487225954,0.314504885384428
"66+","2022–2024",1,0.078461872439244,0.921538127560756,0.30912018641595
