"AgeGroup","x_start","y_start","x_end","y_end","dx","dy","period_transition","angle_deg","segment_length"
"10-17",0.282817445065581,3.55507858002511,0.268448794079968,3.43512674768835,-0.014368650985613,-0.11995183233676,"2007-2009 -> 2010-2012",-96.8307333316872,0.120809354820281
"18-30",0.303051299789934,7.40200437571549,0.288991168280907,7.37008476589394,-0.014060131509027,-0.03191960982155,"2007-2009 -> 2010-2012",-113.772804879382,0.0348790594656898
"31-55",0.296660807628262,8.28548159255942,0.298546948243613,8.31220242867708,0.00188614061535097,0.0267208361176614,"2007-2009 -> 2010-2012",85.9623662992811,0.0267873218005794
"56-65",0.227504583633425,7.98892070428059,0.229373415662771,8.64345519038872,0.00186883202934601,0.65453448610813,"2007-2009 -> 2010-2012",89.836409082783,0.65453715405467
"66+",0.0931660730053058,6.30786249760098,0.0900374307225349,9.07996862935533,-0.0031286422827709,2.77210613175435,"2007-2009 -> 2010-2012",90.0646648843074,2.77210789727106
"10-17",0.268448794079968,3.43512674768835,0.274965634598754,3.80995496539049,0.00651684051878598,0.37482821770214,"2010-2012 -> 2013-2015",89.0039441425778,0.374884864986719
"18-30",0.288991168280907,7.37008476589394,0.294797220377861,7.21979533193826,0.00580605209695401,-0.150289433955679,"2010-2012 -> 2013-2015",-87.787622694639,0.150401543209074
"31-55",0.298546948243613,8.31220242867708,0.292339227206139,8.41913765141949,-0.00620772103747402,0.106935222742409,"2010-2012 -> 2013-2015",93.3223616709104,0.107115254111858
"56-65",0.229373415662771,8.64345519038872,0.224699958768215,8.45422619771745,-0.00467345689455601,-0.18922899267127,"2010-2012 -> 2013-2015",-91.4147669925966,0.189286694901487
"66+",0.0900374307225349,9.07996862935533,0.0918678896975268,7.52845674705762,0.0018304589749919,-1.55151188229771,"2010-2012 -> 2013-2015",-89.932403015165,1.55151296207639
"10-17",0.274965634598754,3.80995496539049,0.293943978489424,3.7912302659878,0.01897834389067,-0.0187246994026902,"2013-2015 -> 2016-2018",-44.6145526155985,0.0266606808719064
"18-30",0.294797220377861,7.21979533193826,0.294582427844476,7.48548669758209,-0.000214792533384967,0.265691365643829,"2013-2015 -> 2016-2018",90.0463195441938,0.265691452466043
"31-55",0.292339227206139,8.41913765141949,0.303212564297734,8.52034043182006,0.010873337091595,0.10120278040057,"2013-2015 -> 2016-2018",83.867603384529,0.101785225943225
"56-65",0.224699958768215,8.45422619771745,0.261458097101033,8.95540846566202,0.036758138332818,0.50118226794457,"2013-2015 -> 2016-2018",85.805274587203,0.502528433459995
"66+",0.0918678896975268,7.52845674705762,0.0980160466201273,9.57642414231113,0.00614815692260051,2.04796739525351,"2013-2015 -> 2016-2018",89.8279941438439,2.04797662385463
"10-17",0.293943978489424,3.7912302659878,0.245871121382646,3.42510568269354,-0.048072857106778,-0.36612458329426,"2016-2018 -> 2019-2021",-97.4802541464313,0.369267125645926
"18-30",0.294582427844476,7.48548669758209,0.254902230197733,8.00367085113683,-0.039680197646743,0.51818415355474,"2016-2018 -> 2019-2021",94.3789058546028,0.519701197882521
"31-55",0.303212564297734,8.52034043182006,0.262834198556613,8.61352968293748,-0.040378365741121,0.0931892511174208,"2016-2018 -> 2019-2021",113.426807006749,0.101561060174407
"56-65",0.261458097101033,8.95540846566202,0.245126707167635,9.44412782397831,-0.016331389933398,0.48871935831629,"2016-2018 -> 2019-2021",91.9139238817073,0.488992152790045
"66+",0.0980160466201273,9.57642414231113,0.0916779132490642,8.6004444614349,-0.00633813337106311,-0.975979680876229,"2016-2018 -> 2019-2021",-90.3720806839541,0.976000260972247
"10-17",0.245871121382646,3.42510568269354,0.260573969750038,4.36494122572705,0.014702848367392,0.93983554303351,"2019-2021 -> 2022-2024",89.1037342100857,0.93995054215592
"18-30",0.254902230197733,8.00367085113683,0.266577985842306,8.03441225161372,0.011675755644573,0.0307414004768898,"2019-2021 -> 2022-2024",69.202943153422,0.0328839926583178
"31-55",0.262834198556613,8.61352968293748,0.266551194138664,8.7864273951749,0.00371699558205102,0.17289771223742,"2019-2021 -> 2022-2024",88.768431599211,0.172937662043555
"56-65",0.245126707167635,9.44412782397831,0.247571885779912,9.75510742803186,0.002445178612277,0.31097960405355,"2019-2021 -> 2022-2024",89.5495025211614,0.310989216912337
"66+",0.0916779132490642,8.6004444614349,0.0995154718079439,7.28657652401948,0.0078375585588797,-1.31386793741542,"2019-2021 -> 2022-2024",-89.6582200631009,1.31389131372896
