"AgeGroup","Period","shift_mean","shift_median","shift_peak","shift_morning","shift_midday","shift_evening","shift_total_away","shift_sd"
"10-17","2007–2009",0.150568264489475,0,-0.505263157894737,-0.00917118344321677,-0.00363546179219726,0.0105741417024201,-0.00216494009208523,0.0949283984217835
"10-17","2010–2012",0.141238606665388,0,-0.505263157894737,-0.00173254255793687,-0.0188880573012906,0.0188018337922784,-0.00173924201019593,0.138450991887832
"10-17","2013–2015",-0.0182069071527433,0,0.505263157894737,0.00133172835172185,-0.00191999093541007,3.30064459291568e-05,-0.000581928893899186,0.0157826266629528
"10-17","2016–2018",-0.0471869461103314,0,0.757894736842106,-0.00534115009084779,0.0194578760846091,-0.0124773734067474,0.00158243828723614,-0.0979439544163774
"10-17","2019–2021",-0.123673581362558,0,0.252631578947369,0.0121344040591175,-0.00574457557467184,-0.00501858483470581,0.00131602746834436,-0.0641925647820889
"10-17","2022–2024",-0.1148246232632,0,0.505263157894737,0.00512339215504154,0.00785509665845818,-0.0112928203119521,0.00167266942456312,-0.103519969842378
"18-30","2007–2009",0.168453519525443,0.252631578947367,0,-0.013202201642135,-0.00532197793657774,0.0143524091829201,-0.00374290997270321,0.0746313308464699
"18-30","2010–2012",0.176321788383889,0,-0.252631578947369,-0.0108159288772059,-0.00988657649404984,0.017542500945316,-0.0035929858693533,0.0680414192545276
"18-30","2013–2015",0.0158170466777552,0,-0.252631578947369,-0.00396350346519442,0.00718114125254177,-0.00377628313634643,-0.000731996137680491,-0.045258875027979
"18-30","2016–2018",0.0369991528283826,0,0.252631578947367,-0.00656008573524364,0.00541599302471402,0.000662451616286058,-0.000505252796519806,-0.0124106192387723
"18-30","2019–2021",-0.124057327374567,0,0.505263157894737,0.0076343372900281,0.00809283291776025,-0.0129335944896831,0.00254129318116514,-0.0597987584774744
"18-30","2022–2024",-0.247834472474155,-0.252631578947369,-0.505263157894738,0.0256786738531406,-0.00705434972536528,-0.0135358867267771,0.00550474185810423,-0.0311151759937074
"31-55","2007–2009",0.0779387974315462,0.252631578947369,0.252631578947369,-0.00713475586368822,0.000173715194779267,0.00593381476667036,-0.000845811189790213,0.0443565910442159
"31-55","2010–2012",0.075228057971346,0.252631578947369,-0.252631578947367,-0.006769178666719,0.000827718049824178,0.00503894557630563,-0.000692209806385624,0.0291865718976245
"31-55","2013–2015",0.0213128457438874,0,-0.252631578947367,-0.00113458293661128,-0.000148363580593447,0.000812880307671793,-0.000787367215710155,0.0066007864922657
"31-55","2016–2018",0.046693758973559,0,-0.252631578947367,-0.00409248071599239,-0.002413829645592,0.00431565040686367,-0.00193366696574393,0.0333423481145876
"31-55","2019–2021",-0.125259911455949,0,0,0.0106171781332319,0.00138344528192702,-0.00905638909130103,0.00287163117075595,-0.0580807252367475
"31-55","2022–2024",-0.123276221455786,0,0.505263157894738,0.01086783945201,0.00064518726490348,-0.00910415150082129,0.0021318098906743,-0.0762547486074316
"56-65","2007–2009",-0.00588836379933078,0,0,-0.000856244739311174,0.000596266532018497,-0.00118504728125553,-5.42525941586991e-05,0.00106743352767191
"56-65","2010–2012",0.201446663744555,0.252631578947369,-0.252631578947369,-0.0152541990188945,0.00128282161309817,0.0133655812382808,-0.00205629734241808,0.0339341459534079
"56-65","2013–2015",0.0330497381255501,0,-0.505263157894737,-0.00457250268386561,-0.000225778605076832,0.00450872901276662,0.00144702978394096,0.027751179231057
"56-65","2016–2018",0.0184798654249683,0,0,-0.00201075609269202,0.0010899127048174,0.000162854662976372,-0.00169275629942833,0.016851715989719
"56-65","2019–2021",-0.0184774619935357,0,-0.505263157894737,0.00432768657789051,-0.00927885892882852,0.00276107417573566,-0.00242237006462975,0.06542923571712
"56-65","2022–2024",-0.179559758242048,0,0,0.0145999980807527,0.00468115310032274,-0.0152302128039171,0.00378720990347314,-0.123395578907822
"66+","2007–2009",0.185102530333074,0.252631578947369,0,-0.00487143327947542,-0.0192997332405066,0.0223825759493949,-0.00213349104867389,0.0709837486211518
"66+","2010–2012",0.0152931600739787,0,0,0.00438302787292533,-0.010447041882831,0.00532848356700941,-0.00121965188269968,0.0328935083987836
"66+","2013–2015",-0.17174616936663,0,0,0.0145790852125999,-0.00235438412795175,-0.0144149062055289,-0.00101606526920905,0.0222847517932983
"66+","2016–2018",-0.0431831389869366,0,0.505263157894737,-0.00556959000211771,0.022519650467119,-0.0166340624171369,-0.000458985621501817,-0.148172697300105
"66+","2019–2021",-0.100247692922974,0,0.757894736842106,0.00167106753962271,0.00893961157186096,-0.00945344912702253,0.00132625777987783,-0.0313229083099893
"66+","2022–2024",0.105459260150514,0.252631578947369,0,-0.00718262285565485,-0.00404378306442887,0.0135058046285668,0.00255798714322919,0.0526765560709044
