"AgeGroup","YearBin","total_mass","share_away_time","share_home_time","mean_dist"
"10-17","2007–2009",1,0.254910662523332,0.745089337476669,0.768141061669895
"10-17","2010–2012",1,0.240700946027579,0.759299053972421,0.762196162079727
"10-17","2013–2015",1,0.24307946427951,0.75692053572049,0.68920603923522
"10-17","2016–2018",1,0.260373017366524,0.739626982633476,0.752872781280708
"10-17","2019–2021",1,0.221666933361156,0.778333066638844,0.6295535568582
"10-17","2022–2024",1,0.234420286859201,0.765579713140799,0.680732788584667
"18-30","2007–2009",1,0.258210538466306,0.741789461533694,1.13564202873172
"18-30","2010–2012",1,0.23024620874325,0.76975379125675,1.14828496053691
"18-30","2013–2015",1,0.231322688452148,0.768677311547852,0.994246091158869
"18-30","2016–2018",1,0.235380253709964,0.764619746290036,0.947501454830202
"18-30","2019–2021",1,0.193891321658373,0.806108678341627,0.896782770276535
"18-30","2022–2024",1,0.202890602655636,0.797109397344364,1.05299479813195
"31-55","2007–2009",1,0.243280025083435,0.756719974916565,1.57056723102911
"31-55","2010–2012",1,0.237955854278704,0.762044145721296,1.59714733750645
"31-55","2013–2015",1,0.24858709723695,0.75141290276305,1.64313074508262
"31-55","2016–2018",1,0.249011123908218,0.750988876091782,1.69520578150024
"31-55","2019–2021",1,0.20860171450816,0.79139828549184,1.42969338583478
"31-55","2022–2024",1,0.21664555690595,0.78335444309405,1.45996686104876
"56-65","2007–2009",1,0.161072056346192,0.838927943653808,0.868318240862096
"56-65","2010–2012",1,0.151747097248531,0.848252902751469,0.729667012121832
"56-65","2013–2015",1,0.151134094379925,0.848865905620075,0.710625220751231
"56-65","2016–2018",1,0.177277970657846,0.822722029342154,0.848163400898659
"56-65","2019–2021",1,0.169167949857639,0.830832050142361,0.866805380273503
"56-65","2022–2024",1,0.151275078760168,0.848724921239832,0.755302557227142
"66+","2007–2009",1,0.0695124225688731,0.930487577431127,0.335953827469034
"66+","2010–2012",1,0.0642003103733498,0.93579968962665,0.293396207442049
"66+","2013–2015",1,0.0609761883030504,0.93902381169695,0.272178799967791
"66+","2016–2018",1,0.0745428938489706,0.925457106151029,0.368174611971662
"66+","2019–2021",1,0.0677324597215676,0.932267540278432,0.3873232398118
"66+","2022–2024",1,0.0692343816320563,0.930765618367944,0.315649880459752
