"AgeGroup","total_mass","share_away_time","share_home_time","mean_dist"
"10-17",1,0.242711218312411,0.757288781687589,0.72363767700349
"18-30",1,0.224782403004068,0.775217596995932,1.03749732052822
"31-55",1,0.23445003982134,0.76554996017866,1.58254630090323
"56-65",1,0.15985705231067,0.84014294768933,0.798442621883118
"66+",1,0.0678718110750308,0.932128188924969,0.32708671299187
