"AgeGroup","fraction_away","mean_distance","mean_distance_active","volume","dist_p90","var_distance","Period"
"10-17",0.271257242691814,1.46452074842202,5.4744943845129,35.1484979621285,9.19278935241979,1.92363087750754,"Baseline (2007-2009)"
"18-30",0.295765145146131,3.55308836562165,12.1417750561331,85.2741207749195,15.2711889676031,9.93995241566468,"Baseline (2007-2009)"
"31-55",0.309025700730903,4.49595160081382,14.7190539080711,107.902838419532,18.0048110043522,18.6743649134003,"Baseline (2007-2009)"
"56-65",0.244444766484325,3.47536973854931,14.2973953845732,83.4088737251835,15.678754288591,11.0246937734365,"Baseline (2007-2009)"
"66+",0.0967454283105798,1.13465630416261,11.7435683623854,27.2317512999027,21.2046333708009,0.986229754621891,"Baseline (2007-2009)"
"10-17",0.272350480826432,1.37570040837518,5.07264633319836,33.0168098010043,8.22084796039412,1.52425949239035,"2007–2009"
"10-17",0.266765346983436,1.47439554695852,5.55951990427319,35.3854931270044,10.2213795366859,1.75218786887078,"2010–2012"
"10-17",0.273218169268863,1.4169073733178,5.26966798380151,34.0057769596273,7.78030435207774,1.88823808991273,"2013–2015"
"10-17",0.294039762956633,1.66839597285936,5.77251978285266,40.0415033486246,9.09999999996182,2.88410478213998,"2016–2018"
"10-17",0.254400996395942,1.45395241944592,5.80978085277204,34.894858066702,9.75988230384625,1.87664656942723,"2019–2021"
"10-17",0.266768699719578,1.39777276957536,5.36283145017963,33.5465464698087,10.0743219615529,1.61634846230415,"2022–2024"
"18-30",0.318932167824609,3.61512179382233,11.4766605783145,86.7629230517359,12.0680319047978,10.0350877130064,"2007–2009"
"18-30",0.29804498101922,3.37162919661122,11.4250306498523,80.9191007186693,12.5086185302238,9.27471519624297,"2010–2012"
"18-30",0.297464122419808,3.51826573210146,11.9158585031362,84.4383775704351,13.7725156043172,10.1467861928145,"2013–2015"
"18-30",0.301654259955663,3.48418619515721,11.6319339729904,83.620468683773,16.2410413513326,9.15529562682739,"2016–2018"
"18-30",0.280258207787134,3.80940362419194,13.6824433604316,91.4256869806066,23.3917238819665,10.9371456875495,"2019–2021"
"18-30",0.27823713187035,3.51992365184571,12.7187232720736,84.478167644297,13.6452025329805,10.0906840775474,"2022–2024"
"31-55",0.313927567923313,4.24831085466951,13.6949598707445,101.959460512068,14.2916473725316,16.8978308253057,"2007–2009"
"31-55",0.312261942208939,4.30933517132148,13.9469529493333,103.424044111716,14.5372218800976,16.5533521757834,"2010–2012"
"31-55",0.317374556548384,4.65099525647716,14.8160522105696,111.623886155452,15.4047492246275,20.1220712463596,"2013–2015"
"31-55",0.324058866926898,4.802130470286,14.9640378157362,115.251131286864,16.3261119180074,21.3437284003877,"2016–2018"
"31-55",0.289518123118653,4.45125933483004,15.5501043268806,106.830224035921,16.0828215367546,18.8543114625329,"2019–2021"
"31-55",0.29701314765923,4.51367851729872,15.3422162751625,108.328284415169,31.3863140940944,18.2748953700326,"2022–2024"
"56-65",0.233711477746685,3.0252430699188,13.0677049613073,72.6058336780511,14.2552167788877,7.84817715432756,"2007–2009"
"56-65",0.221810817387079,3.02771017289205,13.7423358056848,72.6650441494092,15.4366396115337,7.59993776071515,"2010–2012"
"56-65",0.227972421684128,3.1357867951579,13.9048442461466,75.2588830837895,14.8299476919167,8.71992120215065,"2013–2015"
"56-65",0.262095823924188,3.53677155452288,13.644396136559,84.8825173085492,15.0340997891582,11.3161255638697,"2016–2018"
"56-65",0.259483021217577,3.92184919881766,15.2447918702779,94.1243807716238,17.5273398146032,13.5031534050654,"2019–2021"
"56-65",0.261595036946291,4.2048576399866,16.1802992874636,100.916583359678,16.9892820454467,17.1608475544906,"2022–2024"
"66+",0.0960256308626178,1.06000572741047,10.967899131496,25.4401374578512,13.8998417517311,0.801157152713855,"2007–2009"
"66+",0.0913309496858258,1.03261441149863,11.435621312251,24.7827458759671,14.4549830286204,0.908845975092562,"2010–2012"
"66+",0.0895096178441105,0.992147176451117,11.1381258805904,23.8115322348268,14.6670088782574,0.743544315980696,"2013–2015"
"66+",0.10013226467383,1.15733190335841,11.6650273348507,27.7759656806018,44.1976365709457,1.07995891623582,"2016–2018"
"66+",0.100418943955561,1.30499985033563,12.9319557169489,31.3199964080552,20.9083299952736,1.12388326378451,"2019–2021"
"66+",0.103055162841533,1.26083875592142,12.3227807981754,30.2601301421141,19.0999999999773,1.25998890392391,"2022–2024"
