"AgeGroup","x_start","y_start","x_end","y_end","dx","dy","period_transition","angle_deg","segment_length"
"10-17",0.272350480826432,5.07264633319836,0.266765346983436,5.55951990427319,-0.00558513384299597,0.48687357107483,"2007-2009 -> 2010-2012",90.6572354313026,0.486905604744084
"18-30",0.318932167824609,11.4766605783145,0.29804498101922,11.4250306498523,-0.020887186805389,-0.0516299284621997,"2007-2009 -> 2010-2012",-112.026079420777,0.0556949197472721
"31-55",0.313927567923313,13.6949598707445,0.312261942208939,13.9469529493333,-0.00166562571437401,0.2519930785888,"2007-2009 -> 2010-2012",90.3787085519961,0.251998583261259
"56-65",0.233711477746685,13.0677049613073,0.221810817387079,13.7423358056848,-0.011900660359606,0.6746308443775,"2007-2009 -> 2010-2012",91.0106073631341,0.674735801556797
"66+",0.0960256308626178,10.967899131496,0.0913309496858258,11.435621312251,-0.004694681176792,0.467722180754999,"2007-2009 -> 2010-2012",90.5750772487573,0.467745741190193
"10-17",0.266765346983436,5.55951990427319,0.273218169268863,5.26966798380151,0.00645282228542698,-0.289851920471681,"2010-2012 -> 2013-2015",-88.7246645784333,0.289923739484315
"18-30",0.29804498101922,11.4250306498523,0.297464122419808,11.9158585031362,-0.000580858599411982,0.4908278532839,"2010-2012 -> 2013-2015",90.0678053017591,0.490828196985456
"31-55",0.312261942208939,13.9469529493333,0.317374556548384,14.8160522105696,0.00511261433944499,0.8690992612363,"2010-2012 -> 2013-2015",89.6629523714537,0.869114298988843
"56-65",0.221810817387079,13.7423358056848,0.227972421684128,13.9048442461466,0.00616160429704901,0.162508440461801,"2010-2012 -> 2013-2015",87.8286365122916,0.162625208958636
"66+",0.0913309496858258,11.435621312251,0.0895096178441105,11.1381258805904,-0.00182133184171529,-0.2974954316606,"2010-2012 -> 2013-2015",-90.3507728615488,0.297501006903514
"10-17",0.273218169268863,5.26966798380151,0.294039762956633,5.77251978285266,0.02082159368777,0.50285179905115,"2013-2015 -> 2016-2018",87.6289070974905,0.503282694489565
"18-30",0.297464122419808,11.9158585031362,0.301654259955663,11.6319339729904,0.00419013753585495,-0.2839245301458,"2013-2015 -> 2016-2018",-89.154494438292,0.283955447334758
"31-55",0.317374556548384,14.8160522105696,0.324058866926898,14.9640378157362,0.00668431037851402,0.1479856051666,"2013-2015 -> 2016-2018",87.4137846931473,0.148136488893726
"56-65",0.227972421684128,13.9048442461466,0.262095823924188,13.644396136559,0.03412340224006,-0.260448109587601,"2013-2015 -> 2016-2018",-82.5357350408354,0.262673988754487
"66+",0.0895096178441105,11.1381258805904,0.10013226467383,11.6650273348507,0.0106226468297195,0.526901454260301,"2013-2015 -> 2016-2018",88.8450394542238,0.527008522822249
"10-17",0.294039762956633,5.77251978285266,0.254400996395942,5.80978085277204,-0.039638766560691,0.0372610699193796,"2016-2018 -> 2019-2021",136.770986787753,0.0544023818043829
"18-30",0.301654259955663,11.6319339729904,0.280258207787134,13.6824433604316,-0.021396052168529,2.0505093874412,"2016-2018 -> 2019-2021",90.5978314492162,2.05062101301847
"31-55",0.324058866926898,14.9640378157362,0.289518123118653,15.5501043268806,-0.034540743808245,0.5860665111444,"2016-2018 -> 2019-2021",93.3729144364272,0.587083485092024
"56-65",0.262095823924188,13.644396136559,0.259483021217577,15.2447918702779,-0.00261280270661102,1.6003957337189,"2016-2018 -> 2019-2021",90.0935408859389,1.60039786654558
"66+",0.10013226467383,11.6650273348507,0.100418943955561,12.9319557169489,0.000286679281730998,1.2669283820982,"2016-2018 -> 2019-2021",89.987035168784,1.26692841453295
"10-17",0.254400996395942,5.80978085277204,0.266768699719578,5.36283145017963,0.012367703323636,-0.446949402592409,"2019-2021 -> 2022-2024",-88.4149516303691,0.447120485510576
"18-30",0.280258207787134,13.6824433604316,0.27823713187035,12.7187232720736,-0.00202107591678402,-0.963720088358,"2019-2021 -> 2022-2024",-90.1201582822044,0.963722207616185
"31-55",0.289518123118653,15.5501043268806,0.29701314765923,15.3422162751625,0.00749502454057699,-0.207888051718101,"2019-2021 -> 2022-2024",-87.9351994916611,0.208023117561514
"56-65",0.259483021217577,15.2447918702779,0.261595036946291,16.1802992874636,0.002112015728714,0.935507417185701,"2019-2021 -> 2022-2024",89.8706483992431,0.935509801242028
"66+",0.100418943955561,12.9319557169489,0.103055162841533,12.3227807981754,0.002636218885972,-0.609174918773501,"2019-2021 -> 2022-2024",-89.7520527052197,0.609180622896622
