"AgeGroup","endpoint_displacement","path_length","tortuosity","path_type","R","circular_sd","consistency"
"10-17",0.290238795473242,1.78163490603292,6.13851398855181,"Highly tortuous",0.18864319961961,104.645934028451,"Highly variable"
"18-30",1.24272918255726,3.84482178470214,3.09385330180334,"Highly tortuous",0.199911576076982,102.809773007312,"Highly variable"
"31-55",1.64734324277273,2.06435597379737,1.25314258752944,"Slightly winding",0.599587418408505,57.9516997802628,"Highly variable"
"56-65",3.11271921831926,3.63594266705753,1.16809208028111,"Slightly winding",0.602274762086062,57.6978184920078,"Highly variable"
"66+",1.35489990221558,3.16836430834553,2.33844899033833,"Highly tortuous",0.199962223089686,102.801684119103,"Highly variable"
