"AgeGroup","endpoint_displacement","path_length","tortuosity","path_type","R","circular_sd","consistency"
"10-17",0.661664305769313,2.74096809746017,4.14253583510639,"Highly tortuous",0.199470698730432,102.880245756289,"Highly variable"
"18-30",0.408854560927608,1.63205633734834,3.99177725606274,"Highly tortuous",0.350079813031676,83.0134232513148,"Highly variable"
"31-55",0.15638587852079,1.67985919566766,10.7417575778387,"Highly tortuous",0.166156274603819,108.554759432148,"Highly variable"
"56-65",0.196478288517752,3.84836776683703,19.5867329457592,"Highly tortuous",0.598603950574807,58.0446167693492,"Highly variable"
"66+",0.563625011549343,2.47672863119112,4.39428446296743,"Highly tortuous",0.193409474273264,103.860219592152,"Highly variable"
