"AgeGroup","total_mass","share_away_time","share_home_time","mean_dist"
"10-17",1,0.254471004546448,0.745528995453552,0.701143144200708
"18-30",1,0.236244296294422,0.763755703705578,1.00158507186014
"31-55",1,0.237845764092235,0.762154235907765,1.22393574834697
"56-65",1,0.176723706061899,0.823276293938101,0.793456162942271
"66+",1,0.0751979344072087,0.924802065592791,0.321959915946317
