"AgeGroup","Period","shift_mean","shift_median","shift_peak","shift_morning","shift_midday","shift_evening","shift_total_away","shift_sd"
"10-17","2007–2009",0.208615609548781,0,-0.252631578947369,-0.0140673522297322,-0.00266048870676472,0.0147832649203113,-0.00190231020560738,0.112504305288164
"10-17","2010–2012",0.154057885029117,0,-0.252631578947369,-0.00386867740058938,-0.0174774699050856,0.0191490513263271,-0.00219012719577338,0.136887945974919
"10-17","2013–2015",-0.0154414834298056,0,0.252631578947367,0.000611387137242403,-0.000108331172420206,-0.00180281594471809,-0.00135750227680131,0.000748144670826623
"10-17","2016–2018",-0.100103318017656,0,0.505263157894737,0.00184146144979092,0.0151217447494442,-0.0137044140309281,0.00317883987353884,-0.117912159513933
"10-17","2019–2021",-0.15856177089664,-0.252631578947369,0.505263157894737,0.01403034011529,-0.00463193097779535,-0.00782663081742882,0.00169122661667231,-0.0711700547355161
"10-17","2022–2024",-0.111369407856323,0,1.01052631578947,0.00397063248404672,0.00806230909138156,-0.0113059296690771,0.000715972064034398,-0.0907364942845161
"18-30","2007–2009",0.197093564684726,0.252631578947369,0,-0.0153472462637829,-0.00572920628102475,0.0168264864324253,-0.00412565551062383,0.0831482960027579
"18-30","2010–2012",0.178929771592706,0.252631578947369,-0.252631578947369,-0.0102448283274525,-0.012185616381742,0.0194662878040206,-0.00330523291302043,0.0826097079139347
"18-30","2013–2015",-0.0141385555393594,0,-0.252631578947369,-0.00078584185316366,0.00544038993471718,-0.00504181987170826,-0.000489773313619546,-0.0437673964158782
"18-30","2016–2018",-0.00745929020895275,0,0.505263157894737,-0.00312140311225334,0.00721514917252464,-0.00353218917416234,0.000555771013246109,-0.0292002806839844
"18-30","2019–2021",-0.120548262415172,0,0.505263157894737,0.00793602150605754,0.00713937459652508,-0.0123540578283932,0.0025412171969349,-0.0581219619885722
"18-30","2022–2024",-0.206845351664107,0,-0.252631578947369,0.0203570718614912,-0.00385584142736173,-0.0126174513513516,0.00434263240226818,-0.0373518989397175
"31-55","2007–2009",0.0808850278766649,0,0,-0.00632739987758713,-0.00081164112089982,0.00625715467089326,-0.00111347548473617,0.0441276710221201
"31-55","2010–2012",0.074403897044208,0,0,-0.00656363062806131,0.00279229686659843,0.00341124701450468,-0.000708917419920629,0.0116920016680724
"31-55","2013–2015",0.00737745918573474,0,-0.252631578947369,-0.00136794552235592,0.00192555896679608,-0.00133267670137663,-0.000671575946771585,-0.00125040425078815
"31-55","2016–2018",0.0599458978013843,0,0,-0.00416617335844954,-0.00365430200487832,0.00644032182673958,-0.00154225594764212,0.0400347991065368
"31-55","2019–2021",-0.150395781879354,-0.252631578947367,0,0.0128976107506921,0.00105015300756056,-0.0107522457472537,0.00297703455064269,-0.0752727746410757
"31-55","2022–2024",-0.10354281877056,0,0.252631578947367,0.00828636780307812,-0.00102363869508254,-0.00631943535124156,0.00175396921507764,-0.0427427463476668
"56-65","2007–2009",0.0681141017370805,0,0.252631578947369,-0.0080590073969195,0.00601102871311571,0.00104037228777162,-0.000508076435265625,-0.0121578679652266
"56-65","2010–2012",0.186436183920552,0.252631578947369,0,-0.0151229659341852,0.00253728528985919,0.0122763577966848,-0.0011894983685321,0.0370665454274985
"56-65","2013–2015",-0.0279180411402002,0,-0.252631578947367,0.00194132978868194,-0.00309822189582948,0.000849966394528986,0.000738267953337424,0.0149226921237742
"56-65","2016–2018",0.0504605634524875,0,0,-0.00451305287400267,-0.00141830046295677,0.00513231021606769,-0.000568904059414121,0.0487684335999679
"56-65","2019–2021",-0.0375489655367449,0,-0.252631578947367,0.00601204660496779,-0.006594199439662,-0.000199174989939946,-0.00138731693594563,0.0239254942644105
"56-65","2022–2024",-0.196351316456013,-0.252631578947367,0.505263157894737,0.0163390257999984,0.00212964879731725,-0.0158690131617769,0.00232276891688654,-0.10750761530287
"66+","2007–2009",0.18708539321147,0,0,-0.0100673541003456,-0.00807235076565704,0.0168241457683865,-0.00189754116755303,0.0248007762671922
"66+","2010–2012",0.00680385461667221,0,0,0.00153398658561305,-0.00313315667365249,-0.0012758769455242,-0.00321914765755282,0.00270554641874066
"66+","2013–2015",-0.143174456698718,-0.252631578947367,0,0.0161638483106969,-0.00557396121236986,-0.0110159942096285,7.37544890691e-05,0.0171780933679782
"66+","2016–2018",-0.0833374595574501,-0.252631578947367,0.252631578947369,0.00138541361258399,0.0139419572427815,-0.0128988942393014,0.00236957808172789,-0.0853344647506469
"66+","2019–2021",0.074723676442046,0,0,-0.00931938346493283,-0.000834989118892904,0.0094448437466407,-0.00064846946794217,0.0361729202958907
"66+","2022–2024",9.51771750834496e-06,0,0.252631578947369,-0.000373395311730473,-0.0013803635739621,0.00317720341365746,0.00170453076429344,0.017063796920771
