"AgeGroup","endpoint_displacement","path_length","tortuosity","path_type","R","circular_sd","consistency"
"10-17",0.84236886616069,2.01215215679076,2.38868296018781,"Highly tortuous",0.209147787106077,101.357324210346,"Highly variable"
"18-30",0.980304327583184,2.00849376221014,2.04884718520199,"Highly tortuous",0.200743686580144,102.67705432964,"Highly variable"
"31-55",1.0755999167317,1.25128536497298,1.16333717166427,"Slightly winding",0.602823059307727,57.6460214899188,"Highly variable"
"56-65",2.0813275178112,2.08235524262335,1.00049378332019,"Nearly straight",0.999316834751923,2.11823777261068,"Highly consistent"
"66+",1.56377581701733,4.81682875614318,3.08025530496474,"Highly tortuous",0.19997891808808,102.799018052695,"Highly variable"
