"AgeGroup","x_start","y_start","x_end","y_end","dx","dy","period_transition","angle_deg","segment_length"
"10-17",0.276819258091667,3.75606260300081,0.266807175344629,4.04710111869134,-0.010012082747038,0.29103851569053,"2007-2009 -> 2010-2012",91.9702682662683,0.291210678746986
"18-30",0.301387075197937,8.93705175367242,0.285323646387664,8.73233112965865,-0.016063428810273,-0.20472062401377,"2007-2009 -> 2010-2012",-94.4865279029728,0.205349866427349
"31-55",0.294938071361329,10.4111588901654,0.296617597359586,10.62469378634,0.00167952599825699,0.2135348961746,"2007-2009 -> 2010-2012",89.5493581203603,0.213541501099613
"56-65",0.22024248551533,10.1448195865057,0.219427692656037,10.2113967375144,-0.000814792859292979,0.0665771510087012,"2007-2009 -> 2010-2012",90.7011694069753,0.0665821366722258
"66+",0.0939384803995861,7.57418865645388,0.0864507369604742,8.70854344365821,-0.0074877434391119,1.13435478720433,"2007-2009 -> 2010-2012",90.37819725465,1.13437949979502
"10-17",0.266807175344629,4.04710111869134,0.27253552580487,3.6277317740406,0.00572835046024101,-0.41936934465074,"2010-2012 -> 2013-2015",-89.2174203982994,0.419408465856123
"18-30",0.285323646387664,8.73233112965865,0.28721526651241,9.24425889829264,0.00189162012474597,0.51192776863399,"2010-2012 -> 2013-2015",89.7882877957334,0.511931263477112
"31-55",0.296617597359586,10.62469378634,0.293687163066561,11.192303041622,-0.00293043429302497,0.567609255282001,"2010-2012 -> 2013-2015",90.2958021276681,0.567616819806226
"56-65",0.219427692656037,10.2113967375144,0.217749537641866,10.2499791260623,-0.00167815501417101,0.0385823885478995,"2010-2012 -> 2013-2015",92.4905309803119,0.0386188672841744
"66+",0.0864507369604742,8.70854344365821,0.0865869026193259,8.33039116250711,0.000136165658851703,-0.378152281151099,"2010-2012 -> 2013-2015",-89.9793688478994,0.378152305666469
"10-17",0.27253552580487,3.6277317740406,0.288492571676757,4.28227054623437,0.015957045871887,0.65453877219377,"2013-2015 -> 2016-2018",88.6034588685886,0.654733252262237
"18-30",0.28721526651241,9.24425889829264,0.28979124602303,9.32303353209945,0.00257597951062005,0.0787746338068089,"2013-2015 -> 2016-2018",88.127059788381,0.078816740619211
"31-55",0.293687163066561,11.192303041622,0.299560351270237,11.2082186559137,0.00587318820367599,0.0159156142916999,"2013-2015 -> 2016-2018",69.7449045655878,0.0169647021181617
"56-65",0.217749537641866,10.2499791260623,0.249970456376536,10.7160881288259,0.03222091873467,0.4661090027636,"2013-2015 -> 2016-2018",86.0455807145073,0.467221350177177
"66+",0.0865869026193259,8.33039116250711,0.0987787946041692,9.67378846033048,0.0121918919848433,1.34339729782337,"2013-2015 -> 2016-2018",89.4800311278112,1.3434526199421
"10-17",0.288492571676757,4.28227054623437,0.249241741379291,4.11935002581031,-0.039250830297466,-0.16292052042406,"2016-2018 -> 2019-2021",-103.545570280133,0.167581990841161
"18-30",0.28979124602303,9.32303353209945,0.259137316976299,10.2257683707192,-0.030653929046731,0.90273483861975,"2016-2018 -> 2019-2021",91.9448304153192,0.90325514237331
"31-55",0.299560351270237,11.2082186559137,0.264787609338061,11.1242607226215,-0.034772741932176,-0.0839579332922007,"2016-2018 -> 2019-2021",-112.497802385671,0.0908739684628075
"56-65",0.249970456376536,10.7160881288259,0.244911045643611,11.5223523998703,-0.00505941073292501,0.8062642710444,"2016-2018 -> 2019-2021",90.359533576512,0.806280145110694
"66+",0.0987787946041692,9.67378846033048,0.0908850169989766,10.3862650601933,-0.00789377760519261,0.712476599862821,"2016-2018 -> 2019-2021",90.6347740214144,0.712520327483341
"10-17",0.249241741379291,4.11935002581031,0.264142489225345,4.5983360777155,0.014900747846054,0.478986051905189,"2019-2021 -> 2022-2024",88.2181637450692,0.479217769084257
"18-30",0.259137316976299,10.2257683707192,0.265150058223351,9.91668610039527,0.00601274124705203,-0.30908227032393,"2019-2021 -> 2022-2024",-88.8855354007707,0.309140749313155
"31-55",0.264787609338061,11.1242607226215,0.271086903303845,11.4864943274386,0.00629929396578399,0.362233604817099,"2019-2021 -> 2022-2024",89.0037186587135,0.362288373486174
"56-65",0.244911045643611,11.5223523998703,0.24455877299912,12.2260050550695,-0.000352272644491003,0.7036526551992,"2019-2021 -> 2022-2024",90.0286842292598,0.703652743379076
"66+",0.0908850169989766,10.3862650601933,0.0977367310015003,9.1379598606844,0.0068517140025237,-1.2483051995089,"2019-2021 -> 2022-2024",-89.6855173297124,1.24832400325626
