"AgeGroup","fraction_away","mean_distance","mean_distance_active","volume","dist_p90","var_distance","Period"
"10-17",0.269673126920426,1.07927346407766,4.07180869091549,25.9025631378638,8.70560719656336,0.866213405785669,"Baseline (2007-2009)"
"18-30",0.281334101553449,2.61377655390044,9.39652163080628,62.7306372936106,10.406808436288,5.1313191439848,"Baseline (2007-2009)"
"31-55",0.286779615949936,3.11827946201673,11.0078549040168,74.8387070884014,12.4595273638418,9.36176086035468,"Baseline (2007-2009)"
"56-65",0.232809998472083,2.50891480057637,10.8451068389747,60.2139552138328,12.3839126825568,5.71368527816406,"Baseline (2007-2009)"
"66+",0.0923961104306721,0.827222366526244,8.96852277397122,19.8533367966299,13.9695290041786,0.560301583620805,"Baseline (2007-2009)"
"10-17",0.276819258091667,1.03650707813927,3.75606260300081,24.8761698753426,6.71745330991773,0.785395925988593,"2007–2009"
"10-17",0.266807175344629,1.08526812296746,4.04710111869134,26.0464349512191,10.46238217567,0.733265381485266,"2010–2012"
"10-17",0.27253552580487,0.972265345557525,3.6277317740406,23.3343682933806,5.99798485701858,0.735735298262182,"2013–2015"
"10-17",0.288492571676757,1.20758199430176,4.28227054623437,28.9819678632423,7.37565973492813,1.31115256671624,"2016–2018"
"10-17",0.249241741379291,1.00110197859112,4.11935002581031,24.0264474861869,8.55290690625467,0.771530261077236,"2019–2021"
"10-17",0.264142489225345,1.17291626490879,4.5983360777155,28.1499903578109,13.127256195591,0.860201001184498,"2022–2024"
"18-30",0.301387075197937,2.66985942730884,8.93705175367242,64.0766262554123,9.82966364569634,4.95164355182762,"2007–2009"
"18-30",0.285323646387664,2.46275410074911,8.73233112965865,59.1060984179787,9.18026267279133,4.58643848489894,"2010–2012"
"18-30",0.28721526651241,2.63672948335813,9.24425889829264,63.2815076005951,10.1245993391208,5.34377963993828,"2013–2015"
"18-30",0.28979124602303,2.67878877431083,9.32303353209945,64.2909305834599,11.3652170823896,5.09360160597953,"2016–2018"
"18-30",0.259137316976299,2.62978905397043,10.2257683707192,63.1149372952903,11.1514350774924,5.45369876782881,"2019–2021"
"18-30",0.265150058223351,2.60473848370529,9.91668610039527,62.513723608927,10.7896728002376,5.35875281343563,"2022–2024"
"31-55",0.294938071361329,3.03471949242484,10.4111588901654,72.8332678181962,10.8182854656581,8.9045835338683,"2007–2009"
"31-55",0.296617597359586,3.11650310825275,10.62469378634,74.796074598066,11.0837165710364,8.83294743040952,"2010–2012"
"31-55",0.293687163066561,3.24880943985729,11.192303041622,77.971426556575,11.739613399599,10.1765015528489,"2013–2015"
"31-55",0.299560351270237,3.31570281735427,11.2082186559137,79.5768676165024,11.5196678545246,10.4039572760409,"2016–2018"
"31-55",0.264787609338061,2.91792715338431,11.1242607226215,70.0302516812235,12.1205262727854,8.70000617935057,"2019–2021"
"31-55",0.271086903303845,3.07601476082689,11.4864943274386,73.8243542598454,17.4753546194474,9.15256918960992,"2022–2024"
"56-65",0.22024248551533,2.21517233533192,10.1448195865057,53.164136047966,12.1999750286322,4.20397802440595,"2007–2009"
"56-65",0.219427692656037,2.22383599509325,10.2113967375144,53.372063882238,11.2754685050597,4.27942623871692,"2010–2012"
"56-65",0.217749537641866,2.21160703130558,10.2499791260623,53.078568751334,13.7196408696814,3.86454987815876,"2013–2015"
"56-65",0.249970456376536,2.64763711249779,10.7160881288259,63.543290699947,11.9868879924965,6.10760075389202,"2016–2018"
"56-65",0.244911045643611,2.79529541850011,11.5223523998703,67.0870900440027,12.2914621980752,7.02693680701511,"2019–2021"
"56-65",0.24455877299912,2.95994091072955,12.2260050550695,71.0385818575093,12.830041501396,8.79961996679561,"2022–2024"
"66+",0.0939384803995861,0.716300886587503,7.57418865645388,17.1912212781001,10.2509207764866,0.409950835491399,"2007–2009"
"66+",0.0864507369604742,0.75020050693594,8.70854344365821,18.0048121664626,11.4180759669693,0.434924838716824,"2010–2012"
"66+",0.0865869026193259,0.712358809930701,8.33039116250711,17.0966114383368,11.4971197343671,0.395652153368716,"2013–2015"
"66+",0.0987787946041692,0.945959940782333,9.67378846033048,22.703038578776,12.2568704519851,0.804932538486384,"2016–2018"
"66+",0.0908850169989766,0.952140859501195,10.3862650601933,22.8513806280287,25.1412137857224,0.660504010039652,"2019–2021"
"66+",0.0977367310015003,0.886373195419795,9.1379598606844,21.2729566900751,13.2529733095408,0.655845125621851,"2022–2024"
