"SessionId","AgeGroup","Age","Year","TimeMSM","r_rad_km","d_cum_km","is_away","time_away_pct"
59328,"31-55",52,2007,1095,0,0,0,0
59328,"31-55",52,2007,1110,0,0,0,0
59328,"31-55",52,2007,1125,0,0,0,0
59328,"31-55",52,2007,1140,0,0,0,0
59328,"31-55",52,2007,1155,0,0,0,0
59328,"31-55",52,2007,1170,0,0,0,0
59328,"31-55",52,2007,1185,0,0,0,0
59328,"31-55",52,2007,1200,0,0,0,0
59328,"31-55",52,2007,1215,0,0,0,0
59328,"31-55",52,2007,1230,0,0,0,0
59328,"31-55",52,2007,1245,0,0,0,0
59328,"31-55",52,2007,1260,0,0,0,0
59328,"31-55",52,2007,1275,0,0,0,0
59328,"31-55",52,2007,1290,0,0,0,0
59328,"31-55",52,2007,1305,0,0,0,0
59328,"31-55",52,2007,1320,0,0,0,0
59328,"31-55",52,2007,1335,0,0,0,0
59328,"31-55",52,2007,1350,0,0,0,0
59328,"31-55",52,2007,1365,0,0,0,0
59328,"31-55",52,2007,1380,0,0,0,0
59328,"31-55",52,2007,1395,0,0,0,0
59328,"31-55",52,2007,1410,0,0,0,0
59328,"31-55",52,2007,1425,0,0,0,0
