"AgeGroup","total_mass","share_away_time","share_home_time","mean_dist"
"10-17",1,0.252563407673531,0.747436592326469,0.698738885339222
"18-30",1,0.232741188791871,0.76725881120813,1.01319748730604
"31-55",1,0.236280616393344,0.763719383606656,1.28808829686422
"56-65",1,0.174879902794059,0.825120097205941,0.779791074395171
"66+",1,0.0737924954689478,0.926207504531052,0.321328301778293
