"AgeGroup","Period","shift_mean","shift_median","shift_peak","shift_morning","shift_midday","shift_evening","shift_total_away","shift_sd"
"10-17","2007–2009",0.161787358532399,0,-0.252631578947369,-0.00934459936849774,-0.00445234374132608,0.011903694894659,-0.00186980578097029,0.0969851838956544
"10-17","2010–2012",0.145641421279679,0,-0.252631578947369,-0.00376648269695984,-0.016770467619811,0.0185964641244999,-0.00191525848920238,0.130026859432269
"10-17","2013–2015",-0.0491731368652459,0,0.252631578947367,0.00306962396144095,0.00247473134187648,-0.0058944811607765,-0.000415920182376461,-0.0320956161545731
"10-17","2016–2018",-0.0542120201841616,0,0.505263157894737,-0.00292671862866845,0.0154677161854566,-0.0102974301216872,0.002164139129888,-0.0906893127773158
"10-17","2019–2021",-0.0957869207968773,-0.252631578947369,0.505263157894737,0.00781504248202514,-0.00267325487667486,-0.00377325652273587,0.00146525059677827,-0.0413681672487241
"10-17","2022–2024",-0.123188151059956,-0.252631578947369,0.757894736842104,0.00672181220743429,0.00486519273902636,-0.0108690970763632,0.000735331110612081,-0.0832107717202972
"18-30","2007–2009",0.190249988928233,0.252631578947369,0,-0.0144868482454651,-0.00535176964088729,0.0163232674097221,-0.00364151565633219,0.0765557357457038
"18-30","2010–2012",0.130265609173358,0.252631578947369,-0.252631578947369,-0.00648165345536844,-0.0117697102622068,0.0154954872358344,-0.00279751907474712,0.0735452333320969
"18-30","2013–2015",0.00941661684880835,0,-0.252631578947369,-0.00241117447493722,0.00496764152914725,-0.00333315305516627,-0.00113543731412979,-0.0360085494587503
"18-30","2016–2018",0.00427902492368659,0,0.252631578947369,-0.00380346862307257,0.00680950853796908,-0.00237208878661749,0.000723820298449862,-0.0227206186376905
"18-30","2019–2021",-0.110897131244595,0,0.505263157894737,0.00661164051452046,0.00785398466112702,-0.0118559664458451,0.00250558425870306,-0.0578996714990865
"18-30","2022–2024",-0.203670331969063,-0.252631578947367,-0.252631578947369,0.0197681827840887,-0.00412091639996859,-0.0121809519940725,0.00397730188779433,-0.0365879085679599
"31-55","2007–2009",0.0782730385994075,0,0,-0.00627604237228879,3.81468202345636e-05,0.00543461399516555,-0.00115089735473828,0.0331360223512527
"31-55","2010–2012",0.0871170737224283,0,0,-0.00699402269361138,0.00153224047635231,0.0051334397195958,-0.000725086692306753,0.0253243319672509
"31-55","2013–2015",0.0289819609991717,0,-0.252631578947369,-0.00364921524080042,0.00386408359969376,-0.000687189027545845,-0.00064922699369474,-0.00543947792004307
"31-55","2016–2018",0.0652929675331482,0,0,-0.00434303173662426,-0.00433295829923452,0.00745343137696199,-0.00139511348339927,0.0494995183014595
"31-55","2019–2021",-0.156783106319498,-0.252631578947367,0,0.0130532720783604,-7.83892133171538e-06,-0.0104733851479852,0.00288331412546128,-0.0658239770478022
"31-55","2022–2024",-0.1403660397769,-0.252631578947367,0,0.0114105105239172,-0.00112939433748349,-0.00941786162343472,0.00173601484843389,-0.0621779048905755
"56-65","2007–2009",0.0633599507118294,0,0.252631578947369,-0.00775700773187088,0.00384430158558829,0.00177440632705496,-0.00146415828400726,0.000144174135944919
"56-65","2010–2012",0.168329850097305,0,0,-0.0125548732917021,0.00179121942135685,0.0108323820837252,-0.000964524172442416,0.0315216089206043
"56-65","2013–2015",0.00221478739832115,0,-0.252631578947367,-0.000990993274673835,-0.000850620362388754,0.00164371128305539,0.000601863908466727,0.00760824852810282
"56-65","2016–2018",0.0077795327528829,0,0,-0.00249863274609213,0.00272073560224634,-0.000221162070885655,0.000482093529605154,0.0117382182315349
"56-65","2019–2021",-0.0484341553609511,0,0,0.00607966497360768,-0.00545004232880375,-0.00137316366089342,-0.00128302981212924,0.0183191438723593
"56-65","2022–2024",-0.159414959833553,-0.252631578947367,0.505263157894737,0.014832026923953,-0.00203784670407237,-0.0103441588739631,0.00211031574137543,-0.0661118925714406
"66+","2007–2009",0.239044979902868,0.252631578947369,0,-0.0174724352337416,-0.00350889647762048,0.0183269451222886,-0.0031707461766517,0.0279561140794633
"66+","2010–2012",-0.00321189109674691,-0.252631578947367,0,0.00543160165065859,-0.00799688908925933,0.000379935860142872,-0.00220470496945591,0.0192270183465788
"66+","2013–2015",-0.160248666284319,-0.252631578947367,0,0.0125965991975036,0.00500737524421102,-0.0171054506566445,0.000845684242633427,-0.034647441797246
"66+","2016–2018",-0.119155621721914,-0.252631578947367,0,0.00538604381305674,0.0126333909513408,-0.0160488397405578,0.00185765674356719,-0.0931839687762857
"66+","2019–2021",0.153815824927849,0.252631578947369,0,-0.0147621207412668,-0.00500976902078415,0.0176637504709677,-0.00198144951212065,0.0693472707377776
"66+","2022–2024",-0.0427246634365464,0,0.252631578947369,0.00478269285441557,-0.00392159395855063,0.00189032712426704,0.00286472129917592,0.0148734826336669
