"AgeGroup","min_pct","max_pct","spread_pp","pooled6_pct","boot_sd","ci_width","spread_over_sd","spread_over_ci"
"10-17",5.28913959687762,6.4697651570272,1.18062556014958,5.61952141156545,3.10167749554871,12.0351576073498,0.380640979548624,0.0980980556024108
"18-30",5.71047928102982,5.78441316560803,0.0739338845782127,5.77088056769862,2.55188976842782,9.77779587514948,0.0289722093379301,0.00756140601851974
"31-55",6.5780982115018,6.65838940471042,0.0802911932086214,6.5989199582365,1.54423801331961,5.84569407702015,0.0519940530644115,0.013735100084052
"56-65",12.3768109923691,13.2352416211354,0.858430628766341,12.9297920492132,2.85817798965136,11.2672543080329,0.300341907283056,0.0761880938601277
"66+",2.64843708665531,4.27818662611908,1.62974953946377,2.85777449476668,3.80945909007765,15.1261971647944,0.427816522221938,0.107743507618488
