"AgeGroup","endpoint_displacement","path_length","tortuosity","path_type","R","circular_sd","consistency"
"10-17",1.18401628929977,1.66683470063463,1.40778021020336,"Moderately winding",0.567268976913534,61.009739585296,"Highly variable"
"18-30",0.929376799314503,1.28831444457762,1.38621326197067,"Moderately winding",0.603034876343296,57.6260115378781,"Highly variable"
"31-55",2.08853921309953,2.22050103300903,1.06318378849764,"Nearly straight",0.629619937032959,55.1135912789844,"Highly variable"
"56-65",2.80777108368543,4.02897365992223,1.4349366596631,"Moderately winding",0.599799036355824,57.9317068079426,"Highly variable"
"66+",0.971473664660862,4.48303041820625,4.61467004334209,"Highly tortuous",0.200160127527498,102.770090125288,"Highly variable"
