"AgeGroup","Period","shift_mean","shift_median","shift_peak","shift_morning","shift_midday","shift_evening","shift_total_away","shift_sd"
"10-17","2007–2009",0.136294089955259,0,-0.505263157894737,-0.00580579687030369,-0.00819172393195716,0.0118433947529174,-0.00212609329382241,0.103587086315925
"10-17","2010–2012",0.165727211036044,0,-0.505263157894737,-0.00872757569804666,-0.0113706856554865,0.017508040225467,-0.00255456330023962,0.118870306538483
"10-17","2013–2015",-0.0260111518268342,-0.252631578947369,0.252631578947369,0.00310177848346888,-0.00503043874076409,-0.000267690168309812,-0.00227189712454079,0.0151087891003701
"10-17","2016–2018",-0.0448230538884733,0,0.252631578947369,-0.00350458115003788,0.0148588300397043,-0.00917427311547121,0.00213192194080924,-0.0701472567549954
"10-17","2019–2021",-0.24454946526191,-0.252631578947369,0.757894736842106,0.016404550772334,0.0102569114808926,-0.0218631771761044,0.00490959028104765,-0.187751051486245
"10-17","2022–2024",-0.0520005435502977,-0.252631578947369,0,0.00324582339821866,0.00170824072590353,-0.00378503410189027,0.00114544850434239,-0.0497449625032704
"18-30","2007–2009",0.161150673553934,0.252631578947369,0.252631578947369,-0.0100549672631429,-0.0127558135698499,0.0175658655144271,-0.00557561163906917,0.100074629283214
"18-30","2010–2012",0.15802563159107,0.252631578947369,-0.252631578947367,-0.00809550930113861,-0.0134615298008528,0.0183490784272413,-0.00299757859644167,0.0902853827388266
"18-30","2013–2015",0.0167805546091699,0,-0.252631578947367,-0.00247560975792177,0.00418342434472374,-0.00266024736031609,-0.00160723239509863,-0.0436894646305923
"18-30","2016–2018",-0.0466357616421789,0,0.505263157894738,-0.00155068207513925,0.0145697650414933,-0.00945325488774645,0.00365677686256582,-0.0588482559688308
"18-30","2019–2021",-0.0773817306136895,0,-0.252631578947367,0.00491222400397739,0.00666200816187934,-0.00853556993727625,0.00320218078323564,-0.0395938323251985
"18-30","2022–2024",-0.189806249592023,-0.252631578947367,0,0.0166006009460022,-0.00188009655113758,-0.0124742388777268,0.00280120098267866,-0.0449228175177385
"31-55","2007–2009",0.0940831689171038,0.252631578947367,0,-0.00791353854368482,0.00195289477003169,0.00548543085492273,-0.000952677130968471,0.0247436216976831
"31-55","2010–2012",0.0396321442583574,0,0,-0.00291850252322279,0.00218945536846527,0.00119876534655078,-0.000179503923396274,-0.00707359367674165
"31-55","2013–2015",0.0304125351436646,0,-0.252631578947367,-0.00182734034533993,-0.000459226395636947,0.00202777915287855,-0.000649763683477023,0.0135103990832137
"31-55","2016–2018",0.0379130848047513,0.252631578947367,0,-0.00356611812675484,-0.00282213535121351,0.00488774423269887,-0.00123713534591974,0.0422241293112409
"31-55","2019–2021",-0.0513297205336318,0,0,0.00337502349930147,0.000879162084412521,-0.00299599527264234,0.00189148331945699,-0.0188616839593139
"31-55","2022–2024",-0.170120015839895,0,0,0.0142886415506737,-0.00159442223485345,-0.011856596555126,0.0016524812918729,-0.0689912939019997
"56-65","2007–2009",0.102644465170927,0.252631578947369,0,-0.0106425321707979,0.00967983065078248,0.00107207029548692,-0.000172726056191785,-0.0324666945571974
"56-65","2010–2012",0.151521280980521,0.252631578947369,0,-0.0139727948602192,0.0041636085738414,0.00873844914642752,-0.00184352083141404,0.014806199331046
"56-65","2013–2015",0.135754149688278,0.252631578947369,-0.252631578947367,-0.0115885634538809,0.0038424674774577,0.00706062942523018,-0.001211306856572,0.011587590227335
"56-65","2016–2018",-0.0523904773757611,0,-0.252631578947367,0.00381131305463489,-0.00190673276149944,-0.00205532286587896,0.000940039573474771,0.0253776691495458
"56-65","2019–2021",-0.0892870799107222,0,-0.252631578947367,0.00823235363601726,-0.00605092647086269,-0.00262043176676616,9.38669980399265e-05,0.00490187340536252
"56-65","2022–2024",-0.196379235227095,0,0.252631578947369,0.0192380426499657,-0.00747360743734288,-0.00992864917851614,0.00171893938243206,-0.0367214013655075
"66+","2007–2009",0.114289528355217,0,0,-0.0126310974055043,0.0111507345709299,0.000886992330110442,-0.00080295070943337,-0.0439334802588442
"66+","2010–2012",0.0652571683618266,0,0,-0.00268488562686764,-0.00744378845749027,0.0055266214048468,-0.00431850616723939,0.0463455585615598
"66+","2013–2015",-0.218749210548532,-0.252631578947369,0,0.0143231681084468,0.00877161474853549,-0.0209976395157274,0.00226464269732007,-0.082049839523457
"66+","2016–2018",-0.0872420846995805,-0.252631578947369,0,0.00322316988696048,0.00508494381750935,-0.00875177733715374,-0.000542940572812012,-0.0425467508974964
"66+","2019–2021",0.102093125915607,0.252631578947369,0,-0.00963684665952724,0.00516428636405575,0.00677356901649662,0.00207091772159329,-0.0010268682567216
"66+","2022–2024",0.0471540377527706,0,0,0.00424718431855464,-0.0185593815942102,0.0150872900478136,0.000858321542158258,0.0922107747931813
