"AgeGroup","total_mass","share_away_time","share_home_time","mean_dist"
"10-17",1,0.252006831054831,0.747993168945169,0.788763913463095
"18-30",1,0.217170895149708,0.782829104850292,1.07740889659592
"31-55",1,0.215994260299157,0.784005739700843,1.3308831662737
"56-65",1,0.146927076104426,0.853072923895574,0.699479235772322
"66+",1,0.0638665392359615,0.936133460764038,0.297260667247198
