"AgeGroup","x_base","y_base","x_end","y_end","dx","dy","pct_change_distance","dx_lo","dx_hi","dy_lo","dy_hi","dx_significant","dy_significant"
"10-17",0.283459810641468,5.2006314748245,0.297900977699978,5.58474185550199,0.01444116705851,0.38411038067749,7.38584117211367,0.00259576184119909,0.026222915681015,-0.261159071454427,1.03948468800815,TRUE,FALSE
"18-30",0.282649620925777,10.2704339103381,0.276949938516564,11.0858929558628,-0.00569968240921298,0.815459045524699,7.93986946066483,-0.0203684823416676,0.00932024288191062,-0.296304658589988,1.98206732560457,FALSE,FALSE
"31-55",0.273811468863706,11.0473579546547,0.279871831539279,12.4180839382652,0.00606036267557303,1.3707259836105,12.4077267092894,-0.00198828448568147,0.0134582877023532,0.691788033449292,2.03052876465898,FALSE,TRUE
"56-65",0.188960532096918,10.4973854010956,0.224829446469967,12.0882952940532,0.035868914373049,1.5909098929576,15.155296601681,0.0210871680382386,0.0501043635704563,0.442615730339075,2.85264354108926,TRUE,TRUE
"66+",0.0808499135703511,8.43243595397505,0.088340545830156,11.1595922811361,0.00749063225980491,2.72715632716105,32.3412634503968,-0.000707322084663494,0.0150945922567486,1.34263490345212,4.406197398054,FALSE,TRUE
