"AgeGroup","slice","hour","ref_weight","occ_endpoint","m_endpoint","keep_thr01","keep_thr02","keep_thr05","keep_thr10","keep_thr20"
"56-65",34,8.25,0.0182137057619294,0.0200043225903717,14.8132338342004,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",35,8.5,0.0194401339895424,0.0211883066705608,14.8314745810525,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",36,8.75,0.0205249165226779,0.0221488548830572,14.8197235005933,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",37,9,0.0215472260400881,0.0229236980141232,14.735584070377,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",38,9.25,0.0224235879282382,0.0234472381890677,14.6648957444461,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",39,9.5,0.023139551799071,0.0237513588431091,14.7432722201335,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",40,9.75,0.0238157882916623,0.0240690741541332,14.8494843731048,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",41,10,0.0245678753456717,0.0245944250151546,14.807384970743,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",42,10.25,0.0252670430478515,0.0251444881372523,14.7380727903038,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",43,10.5,0.0256866148843594,0.0254734619420314,14.7823904615686,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",44,10.75,0.0258828038406646,0.0256100347793225,14.8699995632915,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",45,11,0.0260262893005904,0.025737447572647,14.9131720364821,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",46,11.25,0.026091376747799,0.0259308824006418,14.9339416096421,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",47,11.5,0.025948699323915,0.026065581868696,14.9837156965021,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",48,11.75,0.0256599374426126,0.0260287893870137,15.0780337899875,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",49,12,0.0253472304863963,0.0258180059195366,15.1967248780796,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",50,12.25,0.0250492159930952,0.0255134621741107,15.2975476558431,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",51,12.5,0.0247718849520302,0.0251791475338911,15.3705898100231,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",52,12.75,0.0245625802723591,0.0249515430730025,15.3903362599832,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",53,13,0.0244533273688118,0.0248767610084122,15.3507498703795,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",54,13.25,0.0243594770266279,0.0247706116414054,15.3037489091483,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",55,13.5,0.0241759890463069,0.0244743991190006,15.3032952272037,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",56,13.75,0.0239278161094896,0.02405691451814,15.321731670855,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",57,14,0.0236405221788902,0.023667738329642,15.2961912010752,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",58,14.25,0.0232088723286594,0.0231668817125694,15.2653956117194,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",59,14.5,0.0226009318954253,0.0224782151912351,15.2552991416589,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",60,14.75,0.021847821760806,0.0216399776272218,15.2469248339559,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",61,15,0.0208904111724552,0.020602828150861,15.3113757089364,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",62,15.25,0.0196764904807376,0.0193552209245069,15.4672650369729,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",63,15.5,0.0182722663766323,0.0178672315236751,15.6062932417835,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",64,15.75,0.0168157827335896,0.0162522800122164,15.6045898263577,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",65,16,0.0153857939413214,0.014728308871936,15.4937131588438,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",66,16.25,0.0139192222303962,0.0131334392942952,15.4450547135404,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",67,16.5,0.0125191295422635,0.0115738201385463,15.3077102998086,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",68,16.75,0.0113417234947553,0.0104647290737987,14.705434798627,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",69,17,0.0103680543851285,0.00976038814163399,13.816138722411,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",70,17.25,0.00949877707740006,0.00908832131025311,13.2685002293803,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",71,17.5,0.00874797015131566,0.00844332945228258,13.0920150622856,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",72,17.75,0.00817912740638229,0.00799672557551442,12.8785710351907,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",73,18,0.00775887598110814,0.00766422990838613,12.5287634608205,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",74,18.25,0.00744923964933782,0.00725494861759695,12.3221679759612,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",75,18.5,0.00727303538353117,0.00684489720757465,12.3424928337352,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",76,18.75,0.00721304151442424,0.0065705475330615,12.2851471630331,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",77,19,0.00718902111022155,0.00640965944329999,12.0398769830586,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",78,19.25,0.0070985261806043,0.00624409276602579,11.8805588229043,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",79,19.5,0.00690103330946601,0.00599076631743092,11.9628908004004,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",80,19.75,0.0066252360822488,0.00568803822240887,12.1549250806917,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",81,20,0.00630962365725048,0.00536812854097947,12.3742208037536,TRUE,TRUE,TRUE,TRUE,TRUE
"56-65",82,20.25,0.00595244479051393,0.00499293404332337,12.5976894603113,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",83,20.5,0.00559113942743613,0.00461891901885054,12.7681849031273,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",84,20.75,0.00524040915554256,0.00431174715827839,12.9799918691315,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",85,21,0.00484840204528157,0.00399323893829186,13.3119064847985,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",86,21.25,0.00440455204758064,0.0036046619050891,13.7324952287961,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",87,21.5,0.00394982276935495,0.00324628966509546,14.1855330196173,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",88,21.75,0.00349850795084785,0.00293928293861672,14.7176167997254,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",89,22,0.00306624566083087,0.00263415895335747,15.3077741125134,TRUE,TRUE,TRUE,TRUE,FALSE
"56-65",90,22.25,0.00270178601910481,0.00235093577455796,15.6845414286807,TRUE,TRUE,TRUE,FALSE,FALSE
"56-65",91,22.5,0.0023993389602863,0.00208539978425764,15.9028924259837,TRUE,TRUE,TRUE,FALSE,FALSE
"56-65",92,22.75,0.00211458763349372,0.00179670765886955,16.2954346416152,TRUE,TRUE,TRUE,FALSE,FALSE
"56-65",93,23,0.00182377671834886,0.00151100720289181,16.883412347445,TRUE,TRUE,TRUE,FALSE,FALSE
"56-65",94,23.25,0.00149085805155729,0.00122075202023758,17.3633464369109,TRUE,TRUE,FALSE,FALSE,FALSE
"56-65",95,23.5,0.000991743373505641,0.000807752596486665,17.562588869934,TRUE,TRUE,FALSE,FALSE,FALSE
"56-65",96,23.75,0.000398566961231308,0.000323555943925922,17.6012520084943,TRUE,FALSE,FALSE,FALSE,FALSE
"66+",1,0,1.62195107989189e-43,3.04325408718204e-54,19.0999999999999,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",2,0.25,4.93803319306246e-38,6.99174489144599e-48,19.0999999999993,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",3,0.5,5.41485000670757e-33,5.78558841203805e-42,19.0999999999947,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",4,0.75,2.13864255754286e-28,1.72434644561296e-36,19.0999999999599,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",5,1,3.04241217368882e-24,1.85104820478521e-31,19.0999999996974,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",6,1.25,1.55901374964643e-20,7.15698957736774e-27,19.0999999977167,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",7,1.5,2.87806007881662e-17,9.96715934222439e-23,19.0999999827707,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",8,1.75,1.91491592251623e-14,4.99994522652643e-19,19.0999998699985,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",9,2,4.5973196173277e-12,9.03606070572727e-16,19.0999990192988,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",10,2.25,3.99570060388806e-10,5.88569500838022e-13,19.0999926060939,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",11,2.5,1.269494164227e-08,1.38333874179439e-10,19.0999443428116,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",12,2.75,1.52115886229178e-07,1.17697314454427e-08,19.0995828693438,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",13,3,7.66576201064041e-07,3.65721918015834e-07,19.0969110955358,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",14,3.25,2.22682199482651e-06,4.25264664526518e-06,19.0778712001123,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",15,3.5,5.3233323173279e-06,1.97791604892245e-05,18.9552296489187,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",16,3.75,1.02910387785463e-05,4.35816573001011e-05,18.3520611646945,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",17,4,1.73719998273638e-05,6.22120478907419e-05,16.7248656691396,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",18,4.25,2.75266126034451e-05,7.47382398047509e-05,14.9561261955663,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",19,4.5,4.10557166739111e-05,8.25783830346468e-05,14.2583715767148,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",20,4.75,6.24832142057162e-05,0.000100897796782408,14.890638047484,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",21,5,9.72877072851888e-05,0.000155796269983713,16.7118363963649,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",22,5.25,0.000145723472778679,0.000240179030482606,17.4747331770618,FALSE,FALSE,FALSE,FALSE,FALSE
"66+",23,5.5,0.000216734451705691,0.000343010295481093,16.7333593717272,TRUE,FALSE,FALSE,FALSE,FALSE
"66+",24,5.75,0.000330684263576321,0.000491072055377066,16.0596124144052,TRUE,FALSE,FALSE,FALSE,FALSE
"66+",25,6,0.0005055115810099,0.000695992717933264,15.3563500026068,TRUE,TRUE,FALSE,FALSE,FALSE
"66+",26,6.25,0.000758031657632001,0.000998574814434699,13.7295723171276,TRUE,TRUE,FALSE,FALSE,FALSE
"66+",27,6.5,0.00108749035490853,0.00143477256084389,11.9520215761334,TRUE,TRUE,FALSE,FALSE,FALSE
"66+",28,6.75,0.00149717613113853,0.00193576177660259,10.7500325012462,TRUE,TRUE,TRUE,FALSE,FALSE
"66+",29,7,0.00198483841479585,0.00247331437019431,10.1114588426343,TRUE,TRUE,TRUE,FALSE,FALSE
"66+",30,7.25,0.00255300334647005,0.00314367809661883,10.1225394586385,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",31,7.5,0.00329282443636824,0.00409519877576696,10.4114327211187,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",32,7.75,0.00427213442455383,0.00541589005750073,10.5302604167061,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",33,8,0.0053961148469256,0.00695938182576693,10.4074401000025,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",34,8.25,0.0065496516511378,0.00836123934422492,10.1945340333582,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",35,8.5,0.00783576661098779,0.00957277320604602,9.97234678085313,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",36,8.75,0.00948512199170922,0.0110202825287399,9.65513124970915,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",37,9,0.0116025968206376,0.0127670985531385,9.35226487995594,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",38,9.25,0.0139914963113686,0.0146554217618284,9.17571489622755,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",39,9.5,0.0165241304257179,0.0167066015900097,9.21209981067366,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",40,9.75,0.0194221023127277,0.0191065369276625,9.31609184124209,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",41,10,0.0228927934964748,0.0223168210737268,9.2047733576414,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",42,10.25,0.0260279097269494,0.0253908985609979,9.18691835840797,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",43,10.5,0.0277668080150989,0.0270160632149075,9.48374712481911,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",44,10.75,0.0285574812700415,0.0278047997154371,9.79602472362807,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",45,11,0.0291937268342504,0.0288224500670031,9.86900056116252,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",46,11.25,0.0293938036428645,0.029558108139331,9.9236812157588,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",47,11.5,0.0285325301888192,0.0289121590985263,10.2493387419463,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",48,11.75,0.0271318132331281,0.0275714745832574,10.6712102552224,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",49,12,0.0258922658147548,0.0265693729945536,10.9365355498051,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",50,12.25,0.0248919230640718,0.0256723579140471,11.1004318493079,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",51,12.5,0.0240159914793598,0.0245005965857578,11.3189769547964,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",52,12.75,0.0235412634045914,0.0235902326576412,11.5013579280484,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",53,13,0.0237294984802643,0.0235661545763748,11.4008461646325,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",54,13.25,0.024127362598075,0.0239020900224949,11.1837065380583,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",55,13.5,0.0242193986261646,0.0237247232737578,11.1681954220685,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",56,13.75,0.0241975104759053,0.0233888736500921,11.187192817339,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",57,14,0.0244746824019478,0.0236965116700742,10.9276116963896,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",58,14.25,0.0247036900817359,0.0241247803013857,10.6350825931287,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",59,14.5,0.0243222754596626,0.0235934738076346,10.6656384072133,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",60,14.75,0.0235676788068736,0.0222673030643736,10.9283687812625,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",61,15,0.0228886756207477,0.0211061489160096,11.105138663428,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",62,15.25,0.0220721403774151,0.0200035915295166,11.2482007390823,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",63,15.5,0.0208983962882517,0.0185192415737789,11.4815402126778,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",64,15.75,0.0196185755178547,0.0172241691761005,11.5514836841294,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",65,16,0.0184388088794643,0.0165227571325295,11.4073704399099,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",66,16.25,0.017239868660393,0.0158101759431459,11.4129905045512,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",67,16.5,0.0159038836091587,0.014711925246925,11.6622262157599,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",68,16.75,0.0146040877191258,0.0136860838738941,11.8325771712312,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",69,17,0.0135094002036496,0.0131263005135008,11.7410047703606,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",70,17.25,0.0125416872926124,0.0127973182288925,11.6253723919229,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",71,17.5,0.0116860729482535,0.0123492747820433,11.646794152668,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",72,17.75,0.0110799934048064,0.0119596858095633,11.6582846505725,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",73,18,0.0108174803356584,0.0119098474027955,11.5048644096381,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",74,18.25,0.0108930810337913,0.0121939419317199,11.2647382734069,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",75,18.5,0.0111881820892533,0.0126077715120925,11.0817094126699,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",76,18.75,0.0114955281028096,0.0128730508371851,11.03100794467,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",77,19,0.0116789910800844,0.0128879158788433,11.001303934284,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",78,19.25,0.0116610285178224,0.0126755251277333,10.9635219719997,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",79,19.5,0.0114796665144506,0.01234030709714,10.9454132878519,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",80,19.75,0.0111867469115389,0.0118856013315005,10.9675979919096,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",81,20,0.0107533784705613,0.0112185623046089,11.1372465947445,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",82,20.25,0.0102064544528815,0.0104060709609791,11.4314333080626,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",83,20.5,0.00962846747880211,0.00960064965289058,11.7107319433241,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",84,20.75,0.00899926920821145,0.0087148983877574,12.0329867068621,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",85,21,0.00826088616029298,0.00766494829465401,12.6268028298939,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",86,21.25,0.00743842233728425,0.00667752253259277,13.3036209684819,TRUE,TRUE,TRUE,TRUE,TRUE
"66+",87,21.5,0.0065842797715223,0.00585511698178729,13.8766989682349,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",88,21.75,0.00574274954991584,0.0051339792515421,14.421157301438,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",89,22,0.0049535760451852,0.00446305168913707,15.0851418043762,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",90,22.25,0.00424050064231295,0.00379022950937861,15.9965909177647,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",91,22.5,0.00360988776667138,0.00319531404314236,16.913623560227,TRUE,TRUE,TRUE,TRUE,FALSE
"66+",92,22.75,0.0030597920478191,0.00272662629714592,17.4003805822293,TRUE,TRUE,TRUE,FALSE,FALSE
"66+",93,23,0.00258540866523449,0.00237681886864383,17.6215893646511,TRUE,TRUE,TRUE,FALSE,FALSE
"66+",94,23.25,0.00212863609536444,0.00203808581374478,17.9832660420402,TRUE,TRUE,TRUE,FALSE,FALSE
"66+",95,23.5,0.00144284033720526,0.00141579244453246,18.4243426635953,TRUE,TRUE,FALSE,FALSE,FALSE
"66+",96,23.75,0.000587117021508254,0.000581460030021757,18.722489921193,TRUE,FALSE,FALSE,FALSE,FALSE
