"AgeGroup","dx_endpoint","dy_endpoint","mag_endpoint","angle_endpoint","dx_trajectory","dy_trajectory","mag_trajectory","angle_trajectory","dx_diff","dy_diff","mag_diff","angle_diff","dx_pct_diff","dy_pct_diff"
"10-17",-0.011904296837999,0.347878704812175,0.348082325815322,91.9598782977767,-0.0023808593675998,0.0695757409624351,0.0696164651630644,91.9598782977767,0.00952343747039919,-0.27830296384974,-0.278465860652257,0,80,-80
"18-30",-0.0337309054030905,0.732177456458835,0.732954024292003,92.6377116302685,-0.00674618108061811,0.146435491291767,0.146590804858401,92.6377116302685,0.0269847243224724,-0.585741965167068,-0.586363219433602,0,80,-80
"31-55",-0.0253610139069505,0.613605144232365,0.614129020690938,92.3667541040485,-0.0050722027813901,0.122721028846473,0.122825804138188,92.3667541040485,0.0202888111255604,-0.490884115385892,-0.49130321655275,0,80,-80
"56-65",-0.00121550658384598,0.17183999624041,0.171844295116712,90.4052737271199,-0.000243101316769195,0.0343679992480821,0.0343688590233424,90.4052737271199,0.000972405267076781,-0.137471996992328,-0.13747543609337,0,80,-80
"66+",-0.00015718956274155,0.406283828031786,0.406283858439786,90.0221675032522,-3.143791254831e-05,0.0812567656063571,0.0812567716879572,90.0221675032522,0.00012575165019324,-0.325027062425428,-0.325027086751829,0,80,-80
