"AgeGroup","total_mass","share_away_time","share_home_time","mean_dist"
"10-17",1,0.27172446556651,0.72827553443349,0.836916978845686
"18-30",1,0.244134821617501,0.755865178382499,1.16927165762771
"31-55",1,0.250549570752498,0.749450429247501,1.62216429912857
"56-65",1,0.187384646195161,0.812615353804839,0.919951093681137
"66+",1,0.0890479669947127,0.910952033005287,0.423422904736291
