"AgeGroup","n","share_no_trips","avg_distance_km","avg_hours_away","avg_first_trip_h","avg_last_trip_h"
"10-17",16567,0.0887909700006036,13.8295762674013,8.11477133256876,8.4168212329977,17.322320482247
"18-30",20617,0.094000097007324,28.2933748817366,8.23324683513605,9.22880418295055,18.3162740689187
"31-55",48975,0.0820622766717713,35.5277780482256,8.51590335205037,8.38014206483376,17.6573545985705
"56-65",19909,0.137023456728113,29.2243673627686,6.71764863462086,9.15908561783365,16.9433628232738
"66+",23949,0.266441187523487,15.7982249696749,3.45670174120005,10.9028014951427,15.6150368093503
