"AgeGroup","x_start","y_start","x_end","y_end","dx","dy","magnitude","angle","pct_change_distance","pct_change_time"
"10-17",0.275149892001444,5.58081205537033,0.270381173782777,5.8707528153843,-0.00476871821866703,0.28994076001397,0.2899799734308,90.9422710853144,5.19531489570526,-1.73313468668998
"18-30",0.282698995845172,11.5238120346554,0.268224217237777,12.0068953542136,-0.014474778607395,0.483083319558201,0.483300127096097,91.716258104148,4.19204442163263,-5.12020870966323
"31-55",0.287699517721774,13.5207824069326,0.273578554086658,14.2975161867199,-0.014120963635116,0.7767337797873,0.776862128229102,91.0415183713123,5.74473988568176,-4.90823333557757
"56-65",0.226152090630773,13.2466306963026,0.242205795615563,14.8132528459037,0.01605370498479,1.5666221496011,1.56670440130374,89.4128913933211,11.8265707372545,7.09863213734339
"66+",0.0888082799720869,10.8592674113451,0.0924519011601409,10.9459016327899,0.003643621188054,0.0866342214448004,0.086710808442251,87.5917004457724,0.797790662695075,4.10279445700245
