"AgeGroup","endpoint_displacement","path_length","tortuosity","path_type","R","circular_sd","consistency"
"10-17",0.348082325815322,2.19599507474418,6.30883820257303,"Highly tortuous",0.200010030080739,102.794050109456,"Highly variable"
"18-30",0.732954024292003,1.43764274750656,1.96143646103213,"Highly tortuous",0.583028940353296,59.5169657321099,"Highly variable"
"31-55",0.614129020690938,1.60937439702885,2.62058027353633,"Highly tortuous",0.409378683309187,76.5757471678262,"Highly variable"
"56-65",0.171844295116712,1.15411100219448,6.71602744455753,"Highly tortuous",0.221485151102101,99.4836811193352,"Highly variable"
"66+",0.406283858439786,1.38450177903609,3.40772036662462,"Highly tortuous",0.205478082515315,101.929043768894,"Highly variable"
