"AgeGroup","x_start","y_start","x_end","y_end","dx","dy","period_transition","angle_deg","segment_length"
"10-17",0.28501552521649,3.60072031029248,0.270559560442958,3.56995225031426,-0.014455964773532,-0.0307680599782203,"2007-2009 -> 2010-2012",-115.16586205282,0.0339948294944534
"18-30",0.303675272635872,7.57642032777768,0.288474522460175,7.73101030137494,-0.015200750175697,0.154589973597259,"2007-2009 -> 2010-2012",95.6158108967021,0.155335516681489
"31-55",0.29549095832466,8.62077650557311,0.297057016163016,8.77726621255462,0.00156605783835601,0.15648970698151,"2007-2009 -> 2010-2012",89.4266363511508,0.156497542882666
"56-65",0.222543222198751,8.52720423301818,0.223999091934219,8.60527825745345,0.00145586973546799,0.0780740244352707,"2007-2009 -> 2010-2012",88.9317122364755,0.0780875972751492
"66+",0.0927171549947005,6.36628529501763,0.0884769257176454,8.49127460840362,-0.0042402292770551,2.12498931338599,"2007-2009 -> 2010-2012",90.1143285369805,2.12499354388407
"10-17",0.270559560442958,3.56995225031426,0.275696481850519,3.75437243862082,0.005136921407561,0.18442018830656,"2010-2012 -> 2013-2015",88.4044705981726,0.184491717474185
"18-30",0.288474522460175,7.73101030137494,0.291418234316874,7.43967957300123,0.00294371185669901,-0.291330728373709,"2010-2012 -> 2013-2015",-89.4210822636262,0.29134560016285
"31-55",0.297057016163016,8.77726621255462,0.292185852209069,8.94599413984651,-0.00487116395394699,0.16872792729189,"2010-2012 -> 2013-2015",91.6536659883789,0.16879822773502
"56-65",0.223999091934219,8.60527825745345,0.223317133414508,9.20257397647975,-0.000681958519710979,0.597295719026299,"2010-2012 -> 2013-2015",90.0654170568437,0.597296108337034
"66+",0.0884769257176454,8.49127460840362,0.0923189707443743,7.73943197409957,0.0038420450267289,-0.75184263430405,"2010-2012 -> 2013-2015",-89.7072112719558,0.751852450995035
"10-17",0.275696481850519,3.75437243862082,0.291313246394341,3.67805693025165,0.015616764543822,-0.07631550836917,"2013-2015 -> 2016-2018",-78.4349876366146,0.0778969842321385
"18-30",0.291418234316874,7.43967957300123,0.291285446828387,8.14860785973941,-0.000132787488487052,0.70892828673818,"2013-2015 -> 2016-2018",90.0107319212899,0.708928299174217
"31-55",0.292185852209069,8.94599413984651,0.301949624154438,9.22718865849014,0.00976377194536898,0.28119451864363,"2013-2015 -> 2016-2018",88.0113472094548,0.281363978785175
"56-65",0.223317133414508,9.20257397647975,0.256314255732734,9.24564625093932,0.032997122318226,0.0430722744595702,"2013-2015 -> 2016-2018",52.5447331395716,0.054258924688981
"66+",0.0923189707443743,7.73943197409957,0.0990845185396217,9.05067092197609,0.00676554779524741,1.31123894787652,"2013-2015 -> 2016-2018",89.7043758534337,1.31125640172519
"10-17",0.291313246394341,3.67805693025165,0.245355748087023,3.34735001139334,-0.045957498307318,-0.33070691885831,"2016-2018 -> 2019-2021",-97.9115788762569,0.333884946997351
"18-30",0.291285446828387,8.14860785973941,0.256789119036111,9.05758447237591,-0.034496327792276,0.908976612636499,"2016-2018 -> 2019-2021",92.1733737653361,0.909630957559864
"31-55",0.301949624154438,9.22718865849014,0.264125106508311,9.68069031855314,-0.037824517646127,0.453501660062999,"2016-2018 -> 2019-2021",94.7677461056091,0.455076312078599
"56-65",0.256314255732734,9.24564625093932,0.245350638872794,9.9561157531027,-0.01096361685994,0.710469502163381,"2016-2018 -> 2019-2021",90.8840901927715,0.710554089706712
"66+",0.0990845185396217,9.05067092197609,0.0914981165682313,8.78459053728509,-0.00758640197139041,-0.266080384691,"2016-2018 -> 2019-2021",-91.6331571731918,0.266188513298718
"10-17",0.245355748087023,3.34735001139334,0.261025980922469,4.24127553606927,0.015670232835446,0.89392552467593,"2019-2021 -> 2022-2024",88.9957258942661,0.894062861248723
"18-30",0.256789119036111,9.05758447237591,0.267892732399036,8.37753209578822,0.011103613362925,-0.680052376587689,"2019-2021 -> 2022-2024",-89.0645813763893,0.680143018145652
"31-55",0.264125106508311,9.68069031855314,0.269131642096314,9.50008065700409,0.00500653558800301,-0.180609661549049,"2019-2021 -> 2022-2024",-88.4121562657993,0.180679039303003
"56-65",0.245350638872794,9.9561157531027,0.242255911821385,10.7116222587936,-0.00309472705140901,0.755506505690899,"2019-2021 -> 2022-2024",90.2346952749425,0.755512844018416
"66+",0.0914981165682313,8.78459053728509,0.102901760942897,7.71531266373642,0.0114036443746657,-1.06927787354867,"2019-2021 -> 2022-2024",-89.3889746153441,1.06933868066473
