"AgeGroup","Period","fraction_away","mean_distance","mean_distance_active","volume","dist_p90","var_distance","fraction_away_baseline","mean_distance_baseline","mean_distance_active_baseline","volume_baseline","dist_p90_baseline","var_distance_baseline","change_fraction_away","change_mean_distance_active","change_volume","pct_change_volume","pct_change_distance"
"10-17","2007–2009",0.28501552521649,1.02594452781452,3.60072031029248,24.6226686675484,5.89932205259786,0.745688527104608,0.271494423818967,0.986967735205802,3.69862124615697,23.6872256449393,8.64716350685669,0.721835724546954,0.013521101397523,-0.0979009358644851,0.935443022609171,3.94914557167241,-2.64695759172985
"10-17","2010–2012",0.270559560442958,0.974480807003409,3.56995225031426,23.3875393680818,8.53851576247541,0.593767190217574,0.271494423818967,0.986967735205802,3.69862124615697,23.6872256449393,8.64716350685669,0.721835724546954,-0.000934863376008177,-0.128668995842713,-0.299686276857436,-1.26518099396526,-3.47883676860414
"10-17","2013–2015",0.275696481850519,1.0232755132375,3.75437243862082,24.5586123177001,6.16454778596642,0.80303442578763,0.271494423818967,0.986967735205802,3.69862124615697,23.6872256449393,8.64716350685669,0.721835724546954,0.00420205803155205,0.055751192463855,0.871386672760828,3.67871985441654,1.50735067889914
"10-17","2016–2018",0.291313246394341,1.03817217099134,3.67805693025165,24.9161321037921,11.0783650011305,0.911974724718805,0.271494423818967,0.986967735205802,3.69862124615697,23.6872256449393,8.64716350685669,0.721835724546954,0.0198188225753747,-0.0205643159053239,1.22890645885287,5.18805569412652,-0.55599950729454
"10-17","2019–2021",0.245355748087023,0.798550651583473,3.34735001139334,19.1652156380033,5.70365510592129,0.519352922605428,0.271494423818967,0.986967735205802,3.69862124615697,23.6872256449393,8.64716350685669,0.721835724546954,-0.0261386757319436,-0.351271234763628,-4.5220100069359,-19.0905008240255,-9.49735621425455
"10-17","2022–2024",0.261025980922469,1.06138274060457,4.24127553606927,25.4731857745097,14.4985753330486,0.757196556847682,0.271494423818967,0.986967735205802,3.69862124615697,23.6872256449393,8.64716350685669,0.721835724546954,-0.010468442896498,0.542654289912296,1.78596012957047,7.53976069777526,14.6717994029839
"18-30","2007–2009",0.303675272635872,2.28151377237907,7.57642032777768,54.7563305370976,8.66486368428366,3.54089880091459,0.283255887946076,2.25280969516079,8.05513910500957,54.067432683859,9.61755652687634,3.74401237049386,0.0204193846897965,-0.47871877723189,0.688897853238636,1.27414567151123,-5.94302309359463
"18-30","2010–2012",0.288474522460175,2.20368991160769,7.73101030137494,52.8885578785846,8.18629617428765,3.63244161351224,0.283255887946076,2.25280969516079,8.05513910500957,54.067432683859,9.61755652687634,3.74401237049386,0.00521863451409882,-0.324128803634623,-1.17887480527438,-2.18037873587867,-4.02387593074642
"18-30","2013–2015",0.291418234316874,2.14873660255915,7.43967957300123,51.5696784614197,10.9890156062155,3.47420541856104,0.283255887946076,2.25280969516079,8.05513910500957,54.067432683859,9.61755652687634,3.74401237049386,0.00816234637079838,-0.615459532008333,-2.49775422243931,-4.61970191380102,-7.64058229144141
"18-30","2016–2018",0.291285446828387,2.35211500357416,8.14860785973941,56.4507600857798,10.0502505483647,3.79519602565102,0.283255887946076,2.25280969516079,8.05513910500957,54.067432683859,9.61755652687634,3.74401237049386,0.00802955888231127,0.0934687547298481,2.3833274019208,4.40806467704228,1.16036177043447
"18-30","2019–2021",0.256789119036111,2.30762575358539,9.05758447237591,55.3830180860493,9.96884031398729,4.17128586042083,0.283255887946076,2.25280969516079,8.05513910500957,54.067432683859,9.61755652687634,3.74401237049386,-0.026466768909965,1.00244536736634,1.31558540219027,2.43323075812145,12.4447927502942
"18-30","2022–2024",0.267892732399036,2.22317712725929,8.37753209578822,53.356251054223,9.84607283411924,3.85004650390347,0.283255887946076,2.25280969516079,8.05513910500957,54.067432683859,9.61755652687634,3.74401237049386,-0.0153631555470399,0.322392990778654,-0.71118162963603,-1.31536045699529,4.0023267950538
"31-55","2007–2009",0.29549095832466,2.51771683147024,8.62077650557311,60.4252039552857,9.75751740922577,6.03203173692358,0.286656699909301,2.57918144696788,9.12533274867027,61.9003547272292,10.0882783347357,6.26025352148027,0.00883425841535923,-0.504556243097156,-1.47515077194353,-2.38310552248682,-5.52918186101958
"31-55","2010–2012",0.297057016163016,2.57843663611722,8.77726621255462,61.8824792668132,9.46077398844769,5.96346057621797,0.286656699909301,2.57918144696788,9.12533274867027,61.9003547272292,10.0882783347357,6.26025352148027,0.0104003162537147,-0.348066536115649,-0.0178754604160218,-0.0288777996423317,-3.81428870269272
"31-55","2013–2015",0.292185852209069,2.58464606426528,8.94599413984651,62.0315055423667,9.387123038799,6.36380350600986,0.286656699909301,2.57918144696788,9.12533274867027,61.9003547272292,10.0882783347357,6.26025352148027,0.00552915229976741,-0.179338608823761,0.131150815137531,0.211874092992619,-1.96528295200954
"31-55","2016–2018",0.301949624154438,2.74906770903825,9.22718865849014,65.977625016918,9.49069646405344,7.11298861137122,0.286656699909301,2.57918144696788,9.12533274867027,61.9003547272292,10.0882783347357,6.26025352148027,0.0152929242451363,0.101855909819871,4.07727028968885,6.58682863394855,1.11618844622092
"31-55","2019–2021",0.264125106508311,2.53099323962153,9.68069031855314,60.7438377509167,10.8938589886241,6.29159147918394,0.286656699909301,2.57918144696788,9.12533274867027,61.9003547272292,10.0882783347357,6.26025352148027,-0.0225315934009906,0.555357569882872,-1.15651697631247,-1.86835274435629,6.08588842926082
"31-55","2022–2024",0.269131642096314,2.51422820129478,9.50008065700409,60.3414768310748,11.5397001192639,5.79764521917507,0.286656699909301,2.57918144696788,9.12533274867027,61.9003547272292,10.0882783347357,6.26025352148027,-0.017525057812987,0.37474790833382,-1.55887789615434,-2.51836666045568,4.10667664024008
"56-65","2007–2009",0.222543222198751,1.87933805653031,8.52720423301818,45.1041133567276,12.1998252912218,2.93919453630703,0.235630042329065,2.19536716000476,9.37474012163118,52.6888118401142,11.6851456581036,4.20583465634505,-0.0130868201303138,-0.847535888612992,-7.58469848338667,-14.3952733388687,-9.04063342147903
"56-65","2010–2012",0.223999091934219,1.91281162469236,8.60527825745345,45.9074789926167,9.16431827808273,3.13755799584656,0.235630042329065,2.19536716000476,9.37474012163118,52.6888118401142,11.6851456581036,4.20583465634505,-0.0116309503948467,-0.769461864177723,-6.78133284749749,-12.8705366673966,-8.20782074163608
"56-65","2013–2015",0.223317133414508,2.03834400900305,9.20257397647975,48.9202562160731,14.4577461793583,2.96445096308456,0.235630042329065,2.19536716000476,9.37474012163118,52.6888118401142,11.6851456581036,4.20583465634505,-0.0123129089145569,-0.17216614515142,-3.7685556240411,-7.15247790266536,-1.83648978977205
"56-65","2016–2018",0.256314255732734,2.35010880673644,9.24564625093932,56.4026113616745,12.3024938901378,4.16194018421398,0.235630042329065,2.19536716000476,9.37474012163118,52.6888118401142,11.6851456581036,4.20583465634505,0.0206842134036686,-0.129093870691852,3.71379952156027,7.04855431705293,-1.3770394594084
"56-65","2019–2021",0.245350638872794,2.42187260731069,9.9561157531027,58.1249425754564,10.4528716996363,5.11906354449483,0.235630042329065,2.19536716000476,9.37474012163118,52.6888118401142,11.6851456581036,4.20583465634505,0.00972059654372912,0.581375631471525,5.43613073534222,10.3174289673457,6.20151197717007
"56-65","2022–2024",0.242255911821385,2.56972785575571,10.7116222587936,61.673468538137,11.5336186101846,6.91280071412334,0.235630042329065,2.19536716000476,9.37474012163118,52.6888118401142,11.6851456581036,4.20583465634505,0.00662586949231977,1.33688213716247,8.98465669802277,17.052304624532,14.2604714351255
"66+","2007–2009",0.0927171549947005,0.590975048407387,6.36628529501763,14.1834011617773,8.35444868704652,0.286811794191201,0.0944995745845783,0.754395206902853,8.02459433341974,18.1054849656685,10.7275732776971,0.468274185118997,-0.00178241958987777,-1.65830903840211,-3.92208380389118,-21.6624067862762,-20.6653317226992
"66+","2010–2012",0.0884769257176454,0.747489697310882,8.49127460840362,17.9397527354612,12.1558442969137,0.404132669158131,0.0944995745845783,0.754395206902853,8.02459433341974,18.1054849656685,10.7275732776971,0.468274185118997,-0.00602264886693288,0.466680274983881,-0.165732230207311,-0.915370289840741,5.81562451126426
"66+","2013–2015",0.0923189707443743,0.704607710492014,7.73943197409957,16.9105850518083,10.5131246676312,0.370116937808329,0.0944995745845783,0.754395206902853,8.02459433341974,18.1054849656685,10.7275732776971,0.468274185118997,-0.00218060384020405,-0.285162359320171,-1.19489991386014,-6.59965704385108,-3.55360467422715
"66+","2016–2018",0.0990845185396217,0.8924609723011,9.05067092197609,21.4190633352264,12.1023584996956,0.685906676690004,0.0944995745845783,0.754395206902853,8.02459433341974,18.1054849656685,10.7275732776971,0.468274185118997,0.00458494395504344,1.02607658855635,3.31357836955793,18.3015167825724,12.7866474730453
"66+","2019–2021",0.0914981165682313,0.801699356857195,8.78459053728509,19.2407845645727,11.6396651447955,0.517077855524489,0.0944995745845783,0.754395206902853,8.02459433341974,18.1054849656685,10.7275732776971,0.468274185118997,-0.00300145801634701,0.759996203865356,1.13529959890421,6.270473290591,9.47083643468714
"66+","2022–2024",0.102901760942897,0.78913845604854,7.71531266373642,18.939322945165,9.59999837010022,0.545599177341829,0.0944995745845783,0.754395206902853,8.02459433341974,18.1054849656685,10.7275732776971,0.468274185118997,0.00840218635831826,-0.309281669683313,0.833837979496487,4.60544404680463,-3.85417202207043
