"AgeGroup","YearBin","total_mass","share_away_time","share_home_time","mean_dist"
"10-17","2007–2009",1,0.274983867529745,0.725016132470255,0.778275953935337
"10-17","2010–2012",1,0.252549789540723,0.747450210459277,0.696655102867574
"10-17","2013–2015",1,0.256616001620509,0.743383998379491,0.641183453733925
"10-17","2016–2018",1,0.272293884443862,0.727706115556138,0.739046001530951
"10-17","2019–2021",1,0.228404607865766,0.771595392134234,0.572369257376782
"10-17","2022–2024",1,0.239995365323367,0.760004634676633,0.682466998093193
"18-30","2007–2009",1,0.26751044438103,0.732489555618969,1.06633601896121
"18-30","2010–2012",1,0.253442398179126,0.746557601820874,1.14150921771604
"18-30","2013–2015",1,0.24391929864612,0.75608070135388,0.920953081711442
"18-30","2016–2018",1,0.250256116896065,0.749743883103935,1.02876017574052
"18-30","2019–2021",1,0.207422980639124,0.792577019360876,0.81137815893002
"18-30","2022–2024",1,0.220899442946661,0.779100557053339,0.948051329695106
"31-55","2007–2009",1,0.250849633303831,0.749150366696169,1.20507172582949
"31-55","2010–2012",1,0.255068742859997,0.744931257140003,1.21399490077666
"31-55","2013–2015",1,0.246900804393659,0.753099195606341,1.17746737426525
"31-55","2016–2018",1,0.25914288978702,0.74085711021298,1.35918833179691
"31-55","2019–2021",1,0.210811874686238,0.789188125313762,0.998870982728915
"31-55","2022–2024",1,0.218445468331135,0.781554531668865,1.0623795114678
"56-65","2007–2009",1,0.16961823815466,0.83038176184534,0.745490835438213
"56-65","2010–2012",1,0.176046734158065,0.823953265841935,0.699869102719091
"56-65","2013–2015",1,0.171984161198801,0.828015838801199,0.759210563038101
"56-65","2016–2018",1,0.204683798662064,0.795316201337936,0.955162693531469
"56-65","2019–2021",1,0.177311943904797,0.822688056095203,0.841145493507153
"56-65","2022–2024",1,0.175168449212588,0.824831550787412,0.800028537031926
"66+","2007–2009",1,0.0767562609668082,0.923243739033192,0.287696968047214
"66+","2010–2012",1,0.0697348269914442,0.930265173008556,0.272825560485673
"66+","2013–2015",1,0.0765031784100948,0.923496821589905,0.333249597059688
"66+","2016–2018",1,0.0816024266195078,0.918397573380492,0.366183181443635
"66+","2019–2021",1,0.0708312844354229,0.929168715564577,0.330440905312344
"66+","2022–2024",1,0.0802032308923344,0.919796769107666,0.328759634188951
