"AgeGroup","dx_endpoint","dy_endpoint","mag_endpoint","angle_endpoint","dx_trajectory","dy_trajectory","mag_trajectory","angle_trajectory","dx_diff","dy_diff","mag_diff","angle_diff","dx_pct_diff","dy_pct_diff"
"10-17",-0.024566861468503,0.537958699323065,0.538519352354004,92.6146992715373,-0.00491337229370061,0.107591739864613,0.107703870470801,92.6146992715373,0.0196534891748024,-0.430366959458452,-0.430815481883204,0,80,-80
"18-30",-0.033143336051198,0.50855788852446,0.50963673994823,93.7287625518836,-0.0066286672102396,0.101711577704892,0.101927347989646,93.7287625518836,0.0265146688409584,-0.406846310819568,-0.407709391958584,0,80,-80
"31-55",-0.027080966100937,0.447613217058645,0.448431679088967,93.4622213721278,-0.0054161932201874,0.0895226434117291,0.0896863358177934,93.4622213721278,0.0216647728807496,-0.358090573646916,-0.358745343271173,0,80,-80
"56-65",0.0007915530276765,-0.0635035141619955,0.0635084472107324,-89.2858615816025,0.0001583106055353,-0.0127007028323991,0.0127016894421465,-89.2858615816025,-0.0006332424221412,0.0508028113295964,-0.0508067577685859,0,-80,80
"66+",0.00385583304929595,-0.146220468531495,0.146271298845925,-88.4894606371979,0.000771166609859189,-0.029244093706299,0.029254259769185,-88.4894606371979,-0.00308466643943676,0.116976374825196,-0.11701703907674,0,-80,80
