"AgeGroup","total_mass","share_away_time","share_home_time","mean_dist"
"10-17",1,0.253825536081867,0.746174463918133,0.686598882225961
"18-30",1,0.23932378367531,0.76067621632469,0.994291278015797
"31-55",1,0.239830208696324,0.760169791303676,1.18487495403038
"56-65",1,0.179342245991003,0.820657754008997,0.79132788885978
"66+",1,0.0761631224004765,0.923836877599523,0.317438197790212
